month,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,昌平区,延庆区,怀柔区,密云区,平谷区,顺义区,通州区,大兴区,门头沟区,房山区
202201,28.327205882352942,27.74019607843137,29.30514705882353,23.15686274509804,27.202205882352942,24.19607843137255,33.93872549019608,28.493872549019606,35.96200980392157,32.36642156862745,33.43872549019608,30.574754901960784,24.649509803921568,23.425857843137255,28.506127450980394,28.813725490196077
202202,54.68849206349206,54.69047619047619,56.17857142857143,49.09424603174603,56.33085317460318,53.98115079365079,61.60813492063492,55.17757936507937,61.03125,55.16765873015873,59.288690476190474,60.75,48.30952380952381,49.958333333333336,58.17857142857143,57.279761904761905
202203,58.11029411764706,55.895833333333336,59.78553921568628,51.439950980392155,57.493872549019606,54.92156862745098,62.333741830065364,65.39522058823529,61.48039215686274,53.4234068627451,61.4515931372549,56.72303921568628,48.63357843137255,53.78431372549019,56.291666666666664,62.849264705882355
202204,79.41914682539682,76.15575396825396,78.48511904761905,68.55059523809524,73.6359126984127,74.08234126984127,79.63756613756614,82.56448412698413,79.20287698412699,70.68700396825396,77.68948412698413,72.9499007936508,67.43154761904762,73.00372023809524,74.19890873015873,81.81845238095238
202205,86.30514705882354,83.11887254901961,87.55269607843137,73.4779411764706,81.66789215686275,82.72303921568627,87.90114379084967,88.0765931372549,88.87622549019608,82.24387254901961,83.2279411764706,80.68504901960785,81.26225490196079,78.40277777777777,81.00490196078431,90.56862745098039
202206,114.10597826086956,115.71286231884058,114.54528985507247,103.14311594202898,112.39945652173913,113.70199275362319,103.87952898550725,108.70108695652173,109.8822463768116,102.59782608695652,106.13949275362319,101.17436594202898,108.78985507246377,105.87756642512076,110.25452898550725,117.87228260869566
202207,92.38725490196079,94.37867647058823,95.05392156862744,75.7671568627451,84.06372549019608,87.13602941176471,84.42156862745098,88.52389705882354,91.3841911764706,85.79963235294117,84.7279411764706,82.12622549019608,91.6531862745098,88.28615196078431,83.22058823529412,90.22671568627452
202208,68.36638830897704,68.18162839248434,66.58141962421712,60.51983298538622,61.95824634655532,64.86221294363257,64.22686151704941,69.56106471816284,70.41753653444677,69.19885177453027,70.07515657620041,59.77661795407098,67.37682672233821,59.67814892136395,61.470772442588725,65.72546972860125
202209,105.01822916666667,106.30989583333333,99.70572916666667,99.671875,122.35416666666667,112.98958333333333,125.12239583333333,117.41536458333333,139.56901041666666,117.99348958333333,128.25,107.65364583333333,84.44010416666667,93.14713541666667,120.33854166666667,128.953125
202210,41.45283018867924,37.60175202156334,36.397574123989216,32.70283018867924,43.036388140161726,38.546495956873315,43.514150943396224,49.03133423180593,48.8766846361186,40.98315363881402,46.90700808625337,38.070754716981135,37.63342318059299,36.117362982929016,41.17385444743935,48.838948787061994
202211,25.93263888888889,24.863888888888887,26.648611111111112,21.77986111111111,26.332638888888887,24.1875,31.332870370370372,31.088194444444444,34.109027777777776,30.978472222222223,30.8375,27.290277777777778,23.50138888888889,22.509837962962965,26.81388888888889,30.702083333333334
202212,34.604729729729726,32.964864864864865,34.4527027027027,30.437162162162164,34.38243243243243,33.586486486486486,43.064189189189186,40.45608108108108,44.07398648648649,41.88445945945946,38.068243243243245,40.31216216216216,32.88175675675676,28.38952702702703,37.0097972972973,34.7
