month,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,房山区,大兴区,通州区,顺义区,昌平区,门头沟区,平谷区,怀柔区,密云区,延庆区
201405,65.74994772998805,64.10262843488651,62.9408303464755,65.39958183990443,68.64268219832736,69.2994623655914,73.9812275985663,67.63387096774193,73.77512140131806,61.230510752688176,52.65752688172044,61.416308243727606,56.06810035842294,51.73215565796211,47.36393369175627,51.6883064516129
201406,59.7412157960199,59.09331467661691,58.49673507462686,49.83491915422886,61.74384328358209,57.646455223880594,65.59953358208955,66.37798507462686,65.8695895522388,54.23861940298508,43.17061567164179,47.74654850746269,51.31501865671642,47.01755063965885,40.17863805970149,41.30778917910448
201407,96.35319496268656,86.12689676616917,90.5116604477612,85.88473258706468,87.72866915422885,90.59720149253732,82.88591417910447,90.77296330845772,88.92346082089551,87.21105410447761,84.78390858208955,75.41408582089552,82.96483208955225,98.213526119403,75.9955223880597,81.75410447761193
201408,69.67649880095922,68.7919814148681,64.92721822541967,62.12077338129497,66.46723621103118,66.16870503597123,63.07963129496403,68.996103117506,76.22846223021583,57.12540467625899,54.801708633093526,52.23372302158273,59.50089928057554,54.58210431654677,43.25121402877698,53.5339928057554
201409,73.73935185185185,71.91734567901234,68.87648148148149,64.8592901234568,70.85280864197532,73.19537037037037,66.76638888888888,72.83922839506172,70.54861111111111,58.922777777777775,58.76101851851852,56.81907407407408,59.04240740740741,62.03203703703704,52.58074074074074,58.29685185185185
201410,136.77794696969698,132.8784090909091,136.72706818181817,127.57110606060608,140.7055606060606,125.81454545454544,139.09197727272726,145.5754090909091,137.90293181818183,107.17511363636363,119.99120454545456,118.93472727272729,112.085,98.30727272727272,111.44240909090908,114.03227272727273
201411,95.439885377943,93.82723048327138,102.05916976456012,91.67063197026025,111.49513630731104,88.68485130111523,157.61124535315986,127.26672862453532,136.3807620817844,77.59405204460967,76.61496282527881,81.36217472118959,88.80167286245354,68.37537174721189,69.35492565055762,69.89999999999999
201412,69.95323434033112,64.42224355692098,72.36780593958014,60.71278801843318,82.94493727598567,60.128407578085,142.26009984639018,116.72598139614269,113.50335381464414,53.66301843317972,49.5627432155658,55.09901433691756,56.131362007168455,45.473118279569896,44.89068100358423,42.366263440860216
201501,106.65600918458782,100.1497535842294,107.25141129032258,100.45645161290324,113.8301523297491,95.5940188172043,161.22735215053763,137.9953629032258,143.90416666666667,90.45682123655914,91.06075268817204,81.63138440860214,100.61875,79.99233870967743,69.81888440860214,70.23192204301075
201502,105.1493827160494,101.55912506709608,99.92791196994096,97.33797638217928,109.69519592055823,97.052576489533,138.43107890499195,125.51154052603329,131.50136876006442,87.99307568438003,84.94363929146537,99.8598228663446,106.44210950080516,81.86086956521739,75.08204508856683,73.00869565217391
201503,95.16490073868884,89.01436980609418,95.85260849492153,86.37067174515235,98.76071098799632,89.81904432132964,110.12489612188368,99.81329639889196,103.9753462603878,80.07049861495845,78.20211218836566,88.60997229916897,85.87326869806094,85.79736842105262,76.08189058171745,78.27503462603877
201504,79.25950810185185,73.86548611111111,79.04907407407407,68.2255324074074,81.71025462962963,71.94888888888889,85.34003472222221,81.12525462962964,85.20003472222223,80.63350694444445,58.61222222222223,67.15729166666667,69.45868055555556,72.25270833333333,59.08625,48.12027777777777
201505,59.34780465949821,57.41918682795699,61.13277329749104,61.003337813620064,64.47197580645161,58.0875,64.56478494623656,57.1546370967742,61.76969086021506,59.95463709677419,49.67231182795699,49.05107526881721,53.33776881720431,52.08897849462365,49.68081317204301,45.23417338709677
201506,63.86228009259259,59.55569444444444,60.7031712962963,59.681921296296295,64.59039351851852,63.02631944444444,62.81333333333333,63.516921296296296,66.17,62.16277777777778,53.92840277777778,51.86180555555556,61.73854166666667,53.605,46.52555555555556,49.21743055555556
201507,65.62037410394265,63.02134856630824,61.34339157706093,59.76675627240144,59.05064964157706,61.59354838709677,60.853158602150536,59.930062724014334,64.06162634408602,60.50362903225806,53.003293010752685,49.44381720430107,54.34153225806451,52.15295698924732,45.313978494623655,52.72385752688172
201508,50.48577508960573,48.94937275985664,46.04670698924731,47.97222222222223,49.12836021505376,46.42540322580645,52.99327956989247,52.138440860215056,55.9432123655914,45.427083333333336,36.89079301075269,38.63709677419355,44.5268817204301,38.26075268817204,33.938844086021504,35.15692204301075
201509,53.359722222222224,52.59652777777778,52.269444444444446,44.31643518518519,50.571296296296296,49.921527777777776,51.41388888888889,52.65439814814815,56.33159722222222,44.86527777777778,40.42256944444444,39.079166666666666,43.18263888888889,42.81319444444444,35.725,47.54131944444445
201510,77.9165546594982,77.52217741935483,78.03068996415772,61.63485663082437,72.48879928315412,77.63575268817205,72.76713709677419,80.43548387096774,82.13440860215054,71.16935483870968,55.299059139784944,49.14516129032258,70.84341397849462,63.060483870967744,57.043010752688176,44.906586021505376
201511,127.02482638888888,125.20972222222224,127.51550925925926,104.22291666666666,135.3460648148148,131.99791666666667,157.17430555555555,142.08425925925926,135.08541666666667,108.7142361111111,88.1138888888889,95.64722222222224,94.24652777777776,97.42361111111111,78.24618055555555,73.59722222222223
201512,165.49949596774192,161.9144265232975,163.70698924731184,142.0663082437276,178.14023297491042,165.28763440860214,233.97211021505376,213.4587813620072,192.73487903225808,151.26209677419354,119.48387096774194,126.75806451612904,148.10551075268816,128.32997311827958,102.67002688172045,93.408938172043
