date,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,昌平区,延庆区,怀柔区,密云区,平谷区,顺义区,通州区,大兴区,门头沟区,房山区
20230101,18.020833333333332,18.145833333333332,13.75,15.708333333333334,20.541666666666668,19.9375,22.069444444444443,24.479166666666668,14.3125,10.1875,27.625,11.729166666666666,20.458333333333332,32.885416666666664,27.041666666666668,21.916666666666668
20230102,9.608695652173912,9.934782608695652,7.434782608695652,11.5,15.326086956521738,13.91304347826087,9.217391304347826,11.304347826086957,7.565217391304348,5.195652173913044,6.521739130434782,6.195652173913044,7.630434782608695,14.608695652173912,16.02173913043478,20.065217391304348
20230103,18.979166666666668,24.083333333333332,15.0,20.020833333333332,22.6875,22.770833333333332,21.291666666666668,30.291666666666668,13.083333333333334,12.708333333333334,19.5625,13.625,17.833333333333332,26.125,23.8125,24.583333333333332
20230104,44.729166666666664,48.520833333333336,45.125,49.020833333333336,53.520833333333336,48.270833333333336,33.69444444444444,40.291666666666664,23.625,20.666666666666668,33.333333333333336,27.75,44.1875,53.510416666666664,49.270833333333336,52.625
20230105,96.08333333333333,96.875,83.79166666666667,72.08333333333333,89.125,73.58333333333333,54.27777777777778,56.604166666666664,57.979166666666664,56.5,100.77083333333333,72.0,99.54166666666667,124.22916666666667,64.27083333333333,83.83333333333333
20230106,70.02083333333333,69.9375,69.83333333333333,55.916666666666664,63.041666666666664,53.583333333333336,41.38888888888889,34.666666666666664,52.958333333333336,61.479166666666664,89.39583333333333,66.10416666666667,87.47916666666667,103.29166666666667,42.729166666666664,67.79166666666667
20230107,20.145833333333332,22.666666666666668,18.083333333333332,16.416666666666668,22.208333333333332,19.916666666666668,19.375,20.8125,12.395833333333334,18.041666666666668,20.583333333333332,15.354166666666666,26.0,30.708333333333332,22.041666666666668,21.479166666666668
20230108,23.395833333333332,25.375,25.8125,22.333333333333332,25.958333333333332,24.1875,23.819444444444443,28.104166666666668,20.666666666666668,20.854166666666668,27.3125,24.125,29.4375,33.03125,24.395833333333332,41.604166666666664
20230109,15.354166666666666,16.125,13.6875,14.25,14.9375,14.520833333333334,14.333333333333334,9.375,8.166666666666666,9.4375,15.333333333333334,11.614583333333334,16.729166666666668,18.77777777777778,19.708333333333332,13.520833333333334
20230110,36.958333333333336,38.416666666666664,45.125,46.875,36.5,39.166666666666664,34.81944444444444,31.708333333333332,33.520833333333336,34.875,32.229166666666664,44.020833333333336,39.270833333333336,31.375,35.5,37.333333333333336
20230111,68.375,69.47916666666667,74.85416666666667,60.625,55.354166666666664,50.25,51.5,51.104166666666664,51.145833333333336,49.479166666666664,61.416666666666664,61.541666666666664,83.41666666666667,76.53125,49.6875,58.0625
20230112,91.95833333333333,90.29166666666667,89.45833333333333,85.125,85.33333333333333,77.77083333333333,88.09722222222223,83.5625,81.8125,80.35416666666667,106.52083333333333,89.5625,88.33333333333333,95.49305555555556,76.875,87.9375
20230113,79.0,83.60416666666667,77.85416666666667,83.25,81.72916666666667,77.5625,83.34027777777779,93.4375,58.208333333333336,53.4375,70.875,61.21875,63.25,77.32986111111111,79.95833333333333,75.58333333333333
20230114,3.7083333333333335,3.4166666666666665,2.9166666666666665,3.0625,2.9791666666666665,3.25,3.097222222222222,3.6666666666666665,2.125,2.0416666666666665,2.4583333333333335,1.9375,2.0833333333333335,3.3819444444444446,2.7916666666666665,3.0
20230115,6.416666666666667,6.270833333333333,4.854166666666667,5.75,6.083333333333333,7.708333333333333,6.513888888888889,7.354166666666667,5.6875,5.4375,5.666666666666667,5.020833333333333,5.395833333333333,6.1875,6.791666666666667,12.375
20230116,17.166666666666668,19.25,16.708333333333332,18.125,20.5,18.145833333333332,16.194444444444446,16.708333333333332,15.916666666666666,18.166666666666668,17.979166666666668,14.8125,17.0625,20.67361111111111,16.875,22.020833333333332
20230117,22.604166666666668,24.270833333333332,23.625,23.958333333333332,26.020833333333332,28.291666666666668,22.180555555555557,21.4375,23.833333333333332,30.541666666666668,33.041666666666664,29.104166666666668,25.604166666666668,26.61111111111111,25.520833333333332,26.166666666666668
20230118,25.833333333333332,29.520833333333332,25.104166666666668,24.583333333333332,32.208333333333336,28.3125,21.833333333333332,32.6875,20.145833333333332,24.0,34.145833333333336,30.625,29.041666666666668,33.34375,24.333333333333332,34.333333333333336
20230119,29.416666666666668,30.375,31.083333333333332,25.270833333333332,31.416666666666668,27.75,28.791666666666668,34.729166666666664,23.895833333333332,24.604166666666668,34.041666666666664,28.083333333333332,36.3125,32.82986111111111,25.75,30.833333333333332
20230120,9.833333333333334,10.145833333333334,9.1875,8.4375,10.645833333333334,8.9375,9.055555555555555,9.145833333333334,9.083333333333334,8.479166666666666,11.75,7.895833333333333,8.291666666666666,11.083333333333334,10.666666666666666,10.8125
20230121,38.229166666666664,37.833333333333336,38.854166666666664,31.416666666666668,38.25,35.020833333333336,27.444444444444443,32.458333333333336,27.645833333333332,37.0,45.166666666666664,34.0,42.270833333333336,53.28125,26.9375,39.895833333333336
20230122,57.708333333333336,61.25,73.75,55.5,59.708333333333336,53.979166666666664,57.638888888888886,79.33333333333333,58.729166666666664,77.20833333333333,96.5625,75.27083333333333,86.47916666666667,92.83333333333333,45.104166666666664,74.45833333333333
20230123,35.9375,39.354166666666664,37.854166666666664,41.020833333333336,44.5,45.645833333333336,40.125,18.583333333333332,38.375,42.3125,37.75,38.729166666666664,35.645833333333336,36.40625,37.895833333333336,44.958333333333336
