date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20230221,1,SO2,1,1,2,1,3,1,1,3,1,3,3,3,1,3,1,1,3,1,1,3,2,1,1,3,1,3,3,3,1,4,1,1,3,1,2
20230221,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230221,1,NO2,19,19,16,19,20,26,16,12,21,19,18,20,61,37,7,5,4,10,8,8,6,22,18,10,8,34,25,22,38,50,66,20,41,54,14
20230221,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230221,1,O3,55,56,70,55,56,50,57,58,61,58,56,49,2,14,51,62,65,59,63,70,70,27,36,67,60,34,43,44,36,22,1,44,7,15,50
20230221,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230221,1,CO,0.2,0.2,0.1,0.4,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.3,0.5,0.3,0.1,0.2,0.3,0.1,0.2,0.3,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2
20230221,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230221,3,SO2,1,1,3,2,1,2,1,1,1,3,3,1,2,3,1,3,3,3,1,3,1,3,3,1,2,3,3,1,1,4,1,1,3,3,1
20230221,3,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230221,3,NO2,21,27,18,21,24,39,22,26,21,19,15,19,62,40,8,6,6,10,10,12,6,11,18,8,7,45,43,33,45,62,63,44,43,19,8
20230221,3,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230221,3,O3,47,38,68,51,50,35,49,39,59,53,58,46,2,9,47,55,57,57,61,61,67,31,26,67,57,21,21,29,26,11,1,7,2,50,65
20230221,3,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230221,3,CO,0.2,0.2,0.2,0.4,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.3,0.2,0.1,0.2,0.1,0.1,0.2,0.3,0.1,0.3,0.3,0.1,0.1,0.2,0.3,0.2,0.2,0.3,0.4,0.4,0.2,0.2,0.1
20230221,3,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230221,4,SO2,1,1,3,2,1,2,1,1,1,3,1,2,1,3,3,3,3,3,3,3,1,1,3,1,2,1,1,2,1,4,1,1,3,3,1
20230221,4,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230221,4,NO2,22,19,20,19,26,33,31,20,27,15,11,18,41,37,9,9,18,13,8,11,8,10,15,12,9,33,41,33,58,72,57,30,41,18,9
