date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20231211,0,PM2.5,25,25,25,25,24,31,26,28,20,23,24,20,35,,34,33,33,25,27,36,30,38,44,39,35,33,31,19,28,29,35,24,,22,22
20231211,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231211,0,PM10,54,49,57,50,50,59,56,40,47,49,46,51,67,,60,65,56,50,53,67,66,73,78,77,74,61,50,32,51,64,67,35,,30,40
20231211,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231211,0,AQI,52,49,54,50,50,55,53,40,47,49,46,51,59,,55,58,53,50,52,59,58,62,64,64,62,56,50,32,51,57,59,35,,32,40
20231211,1,PM2.5,28,25,24,23,31,28,23,22,21,18,24,20,33,,33,34,33,24,27,27,22,28,34,26,25,33,29,19,26,27,12,30,,18,13
20231211,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231211,1,PM10,53,46,52,44,62,53,46,38,42,37,47,38,64,,60,66,53,47,53,50,47,60,60,50,39,56,56,32,50,44,70,,,21,23
20231211,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231211,1,AQI,52,46,51,44,56,52,46,38,42,37,47,38,57,,55,58,52,47,52,50,47,55,55,50,39,53,53,32,50,44,60,43,,26,23
20231211,2,PM2.5,30,27,26,28,33,35,25,25,20,20,23,22,33,,32,34,36,20,21,23,20,23,27,27,26,34,33,17,26,26,9,24,,19,12
20231211,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231211,2,PM10,51,44,51,45,61,64,46,27,38,38,46,69,60,,56,57,52,37,38,39,43,46,48,52,37,45,57,21,44,33,66,32,,24,19
20231211,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231211,2,AQI,51,44,51,45,56,57,46,36,38,38,46,60,55,,53,54,52,37,38,39,43,46,48,51,38,49,54,25,44,38,58,35,,28,19
20231211,3,PM2.5,33,29,28,31,34,35,23,26,21,20,22,22,33,,32,34,36,20,20,16,12,24,26,29,27,35,35,20,25,26,15,23,,20,15
20231211,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231211,3,PM10,52,44,51,48,61,62,39,,38,36,41,24,57,,52,55,52,35,36,26,24,38,44,57,37,41,59,25,41,31,29,23,,,23
20231211,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
