date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20230914,0,PM2.5,21,22,20,22,21,21,23,18,24,24,28,25,17,,20,21,22,17,17,19,19,19,21,35,28,21,21,22,22,20,16,20,,39,20
20230914,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914,0,PM10,52,43,56,56,48,57,63,34,65,85,79,74,41,,33,47,45,38,34,45,39,43,43,108,55,49,57,52,50,37,33,52,,,45
20230914,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914,0,AQI,51,43,53,53,48,54,57,34,58,68,65,62,41,,33,47,45,38,34,45,39,43,43,79,53,49,54,51,50,39,33,51,,55,45
20230914,1,PM2.5,22,24,23,24,24,21,24,18,27,26,25,26,16,,19,22,22,17,17,18,18,22,22,33,27,16,17,24,25,26,16,20,,42,20
20230914,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914,1,PM10,57,46,60,57,49,58,61,27,68,88,66,77,38,,32,47,42,38,34,44,37,43,43,92,54,42,49,67,51,42,30,45,,,43
20230914,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914,1,AQI,54,46,55,54,49,54,56,27,59,69,58,64,38,,32,47,42,38,34,44,37,43,43,71,52,42,49,59,51,42,30,45,,59,43
20230914,2,PM2.5,24,23,26,24,24,21,23,19,29,26,23,28,16,,18,21,20,19,18,17,16,21,23,32,25,15,17,25,32,28,17,21,,43,20
20230914,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914,2,PM10,61,45,64,57,49,58,61,36,71,83,63,59,37,,33,42,36,39,34,41,35,44,44,73,40,41,49,65,57,45,41,41,,,41
20230914,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914,2,AQI,56,45,57,54,49,54,56,36,61,67,57,55,37,,33,42,36,39,34,41,35,44,44,62,40,41,49,58,54,45,41,41,,60,41
20230914,3,PM2.5,25,22,29,26,26,21,26,19,31,22,22,26,17,,17,21,19,19,19,17,17,22,21,29,25,20,18,27,30,28,20,23,,36,21
20230914,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914,3,PM10,60,40,70,57,54,57,64,29,76,71,57,76,37,,32,41,33,37,36,38,35,43,39,59,40,42,50,55,53,44,46,38,,,40
20230914,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914,3,AQI,55,40,60,54,52,54,57,29,63,61,54,63,37,,32,41,33,37,36,38,35,43,39,55,40,42,50,53,52,44,46,38,,52,40
20230914,4,PM2.5,27,25,33,30,32,21,29,24,30,19,23,25,18,,18,22,19,19,20,22,17,21,21,28,25,24,21,29,30,26,21,23,,40,25
20230914,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914,4,PM10,62,43,77,61,59,55,67,39,67,62,57,60,38,,31,40,33,37,36,49,34,38,38,54,49,47,56,56,51,41,33,39,,,43
20230914,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914,4,AQI,56,43,64,56,55,53,59,39,59,56,54,55,38,,31,40,33,37,36,49,34,38,38,52,49,47,53,53,51,41,33,39,,57,43
20230914,5,PM2.5,28,27,35,33,40,22,32,33,34,21,30,31,18,,18,20,18,19,21,20,23,21,20,28,25,26,24,28,30,27,22,24,,42,28
