date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20231227,0,PM2.5,27,23,27,25,22,26,21,15,8,17,24,18,14,,15,28,30,14,14,20,20,28,56,47,41,32,28,30,36,32,55,21,,20,18
20231227,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,0,PM10,50,43,44,99,44,48,43,34,63,36,60,41,33,,25,48,50,24,23,35,38,45,87,112,64,51,57,72,82,74,64,42,,36,29
20231227,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,0,AQI,50,43,44,75,44,48,43,34,57,36,55,41,33,,25,48,50,24,23,35,38,45,77,81,58,51,54,61,66,62,75,42,,36,29
20231227,1,PM2.5,29,24,28,28,25,30,23,16,9,16,21,20,17,,12,20,24,14,16,18,17,25,49,51,41,31,31,28,33,28,53,18,,20,21
20231227,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,1,PM10,53,44,45,95,50,53,60,35,66,36,54,48,38,,21,34,41,22,25,31,30,38,72,100,63,50,61,55,77,58,71,40,,39,34
20231227,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,1,AQI,52,44,45,73,50,52,55,35,58,36,52,48,38,,21,34,41,22,25,31,30,38,68,75,58,50,56,53,64,54,73,40,,39,34
20231227,2,PM2.5,32,23,31,29,27,32,28,17,10,16,18,22,13,,13,18,20,13,15,16,16,24,44,45,37,35,40,29,37,27,50,17,,20,23
20231227,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,2,PM10,55,45,47,88,51,55,63,34,63,39,46,43,32,,21,32,34,21,24,30,27,40,60,87,56,53,70,55,75,46,58,41,,37,35
20231227,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,2,AQI,53,45,47,69,51,53,57,34,57,39,46,43,32,,21,32,34,21,24,30,27,40,62,69,53,52,60,53,63,46,69,41,,37,35
20231227,3,PM2.5,33,25,32,30,30,29,27,17,11,20,18,23,13,,13,14,16,13,15,14,17,22,38,37,34,36,36,29,,26,50,17,,18,26
20231227,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,3,PM10,56,50,49,81,55,52,58,37,54,44,46,56,30,,21,25,27,21,25,27,27,35,51,72,50,46,60,57,,46,51,35,,35,39
20231227,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,3,AQI,53,50,49,66,53,51,54,37,52,44,46,53,30,,21,25,27,21,25,27,27,35,54,61,50,52,55,54,,46,69,35,,35,39
20231227,4,PM2.5,24,24,29,26,35,30,26,18,13,21,21,22,16,,13,13,14,12,15,16,14,20,33,31,30,31,31,26,30,21,50,17,,18,23
20231227,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,4,PM10,41,43,46,65,69,55,53,37,57,46,54,60,37,,22,24,24,21,25,29,23,25,43,60,38,36,50,48,55,36,,32,,50,34
20231227,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,4,AQI,41,43,46,58,60,53,52,37,54,46,52,55,37,,22,24,24,21,25,29,23,29,48,55,43,45,50,48,53,36,69,32,,50,34
20231227,5,PM2.5,26,20,27,24,38,34,27,19,14,22,35,22,13,,13,13,16,13,15,16,16,20,36,24,23,31,30,26,28,28,49,17,,17,22
20231227,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,5,PM10,46,35,46,57,72,66,54,33,57,47,70,45,31,,22,24,26,21,26,29,26,31,47,47,32,35,46,46,50,40,,41,,25,33
20231227,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,5,AQI,46,35,46,54,61,58,52,33,54,47,60,45,31,,22,24,26,21,26,29,26,31,52,47,33,45,46,46,50,40,68,41,,25,33
20231227,6,PM2.5,40,19,31,21,41,44,30,19,14,23,21,23,14,,14,14,14,13,16,18,19,20,27,20,20,59,41,28,29,27,46,18,,17,23
20231227,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,6,PM10,71,32,55,47,75,79,63,32,53,47,49,43,34,,23,24,23,22,27,30,31,35,36,37,25,,64,46,51,38,,40,,26,34
20231227,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,6,AQI,61,32,53,47,63,65,57,32,52,47,49,43,34,,23,24,23,22,27,30,31,35,39,37,29,80,58,46,51,39,64,40,,26,34
20231227,7,PM2.5,45,22,42,36,37,47,32,20,15,19,22,27,16,,14,13,14,14,17,19,16,20,26,19,19,46,53,27,26,32,50,19,,18,24
20231227,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,7,PM10,77,37,69,70,68,78,65,30,49,40,48,35,42,,24,24,23,23,28,30,25,33,38,35,29,46,78,47,46,49,,35,,23,35
20231227,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,7,AQI,64,37,60,60,59,65,58,30,49,40,48,39,42,,24,24,23,23,28,30,25,33,38,35,29,64,73,47,46,49,79,35,,26,35
20231227,8,PM2.5,45,32,43,44,25,43,32,21,18,18,22,27,18,,16,17,14,16,18,19,19,21,26,18,18,37,39,27,25,34,50,24,,18,25
20231227,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,8,PM10,75,54,68,82,46,71,62,30,54,40,50,28,42,,28,29,24,27,29,30,30,41,39,32,28,41,58,56,45,56,,37,,29,38
20231227,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,8,AQI,63,52,60,66,46,61,56,30,52,40,50,39,42,,28,29,24,27,29,30,30,41,39,32,28,53,55,53,45,53,84,37,,29,38
20231227,9,PM2.5,44,36,42,44,16,38,28,21,21,19,26,29,21,,20,25,20,17,18,21,20,23,26,20,19,36,32,31,25,31,54,22,,25,23
20231227,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,9,PM10,74,56,66,81,31,63,54,30,61,43,58,38,51,,32,39,33,27,29,34,31,49,41,34,26,38,49,73,44,70,,38,,48,36
20231227,9,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,9,AQI,62,53,59,66,31,57,52,30,56,43,54,42,51,,32,39,33,27,29,34,31,49,41,34,28,52,49,62,44,60,74,38,,48,36
20231227,10,PM2.5,43,46,39,45,17,30,31,26,24,27,29,31,28,,20,36,33,17,20,24,18,24,25,21,21,31,33,29,28,34,58,22,,31,17
20231227,10,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,10,PM10,72,63,60,85,35,49,62,31,61,56,60,46,62,,33,54,53,26,31,35,29,41,37,,33,41,51,67,47,69,,47,,49,31
20231227,10,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,10,AQI,61,64,55,68,35,49,56,38,56,53,55,46,56,,33,52,52,26,31,35,29,41,37,30,33,45,51,59,47,60,79,47,,49,31
20231227,11,PM2.5,40,35,42,36,23,31,29,25,26,29,32,31,33,,23,42,37,17,20,24,19,27,28,24,22,25,33,25,24,34,60,29,,30,21
20231227,11,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,11,PM10,72,53,63,69,45,54,59,44,61,59,66,56,66,,38,61,59,30,32,35,30,52,43,,27,49,54,49,38,75,,49,,42,39
20231227,11,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231227,11,AQI,61,52,59,60,45,52,55,44,56,55,58,53,58,,38,59,55,30,32,35,30,51,43,35,32,49,52,49,38,63,82,49,,43,39
