date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20211019,0,PM2.5,4,4,5,4,4,4,6,9,7,16,19,10,4,3,3,3,3,3,2,2,2,2,2,3,2,3,3,2,5,4,20,9,15,8,12
20211019,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211019,0,PM10,31,34,23,26,28,27,31,31,41,54,54,45,9,10,10,13,18,19,21,2,12,14,10,22,21,21,38,33,67,69,48,45,45,66,29
20211019,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211019,0,AQI,31,34,23,26,28,27,31,31,41,52,52,45,20,18,18,19,19,19,21,20,19,17,18,22,21,21,38,33,59,60,48,45,45,58,29
20211019,1,PM2.5,4,3,6,3,4,3,4,5,4,5,6,4,4,3,2,3,3,2,2,2,2,2,3,2,2,2,3,2,3,3,5,3,5,4,4
20211019,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211019,1,PM10,16,19,16,15,22,15,16,21,22,24,26,21,11,10,9,11,12,15,12,2,11,24,18,12,13,14,23,20,31,28,24,21,19,34,10
20211019,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211019,1,AQI,17,19,16,15,22,15,16,21,22,24,26,21,19,17,18,19,18,19,18,20,18,24,18,16,16,14,23,20,31,28,24,21,19,34,16
20211019,2,PM2.5,3,5,5,3,3,3,4,4,4,4,4,4,3,3,2,3,3,2,2,2,2,3,3,3,3,2,2,1,3,3,2,2,3,5,3
20211019,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211019,2,PM10,14,21,12,14,14,7,17,14,12,16,11,19,,6,10,16,11,11,11,,10,9,16,15,17,10,17,14,23,24,18,15,12,22,14
20211019,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211019,2,AQI,16,21,13,14,15,15,18,14,12,16,13,19,18,16,18,18,18,20,19,19,18,15,17,15,17,13,17,14,23,24,18,16,12,22,17
20211019,3,PM2.5,3,3,4,3,3,3,4,3,4,4,4,3,3,2,2,3,3,2,2,2,2,3,3,3,3,3,3,1,3,3,2,2,3,4,3
20211019,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211019,3,PM10,10,11,10,9,11,12,14,11,12,16,13,14,7,7,8,11,6,8,8,,10,9,10,22,23,5,14,15,16,20,17,8,12,20,8
20211019,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211019,3,AQI,15,16,13,14,15,13,25,13,13,16,13,14,18,16,18,16,17,20,19,19,18,16,17,22,23,13,15,15,16,20,17,17,14,20,18
20211019,4,PM2.5,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,3,3,3,3,3,1,3,2,2,2,2,3,2
20211019,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211019,4,PM10,11,11,10,10,11,9,9,15,11,18,13,14,5,3,7,6,8,7,9,,4,,5,14,19,19,15,12,18,20,15,7,11,17,15
20211019,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
