date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210704,0,PM2.5,7,7,7,7,7,14,8,6,8,9,9,5,9,12,10,7,6,7,,9,5,22,24,19,19,25,19,7,8,11,25,7,6,8,6
20210704,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,0,PM10,18,9,19,16,7,17,19,14,,16,23,18,23,26,19,30,11,12,,18,12,34,31,36,42,31,38,11,9,,32,22,21,25,13
20210704,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,0,AQI,33,10,29,21,30,30,23,14,14,16,23,18,23,26,19,40,33,33,,27,28,34,35,36,42,36,38,24,20,21,36,22,21,25,19
20210704,1,PM2.5,7,7,7,8,8,16,8,7,8,7,11,6,10,11,12,9,6,9,,11,6,20,22,20,20,22,19,8,14,13,15,7,6,10,7
20210704,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,1,PM10,16,17,16,16,13,28,18,10,15,21,33,27,14,21,17,20,,,,12,11,32,42,30,29,25,32,17,28,17,16,17,18,29,11
20210704,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,1,AQI,32,17,28,19,25,28,22,10,20,21,33,27,17,21,18,38,32,28,,20,25,32,42,30,29,32,32,20,28,19,22,17,18,29,16
20210704,2,PM2.5,13,11,8,7,7,16,11,7,9,5,9,7,11,14,15,8,6,21,,19,13,15,18,18,19,21,17,9,20,17,23,7,6,12,6
20210704,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,2,PM10,26,22,19,18,15,28,20,11,29,8,28,22,25,24,19,24,,26,,,13,28,31,30,29,,28,28,41,30,25,18,23,41,16
20210704,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,2,AQI,28,22,24,18,25,28,20,11,29,11,28,22,25,24,22,30,23,30,,28,20,28,31,30,29,30,28,28,41,30,33,18,23,41,16
20210704,3,PM2.5,20,17,10,9,13,20,14,7,10,6,8,7,11,13,14,10,9,23,,29,22,14,20,17,19,17,14,14,17,15,27,7,6,14,6
20210704,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,3,PM10,34,29,27,22,29,33,25,15,37,15,28,24,22,26,21,16,,37,,31,35,24,29,30,31,21,23,31,23,21,32,19,23,37,15
20210704,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,3,AQI,34,29,27,22,29,33,25,15,37,15,28,24,22,26,21,23,14,37,,42,35,24,29,30,31,25,23,31,25,22,39,19,23,37,15
20210704,4,PM2.5,20,21,13,18,17,20,17,7,10,8,9,7,11,11,16,10,9,22,,26,22,21,22,16,18,17,13,17,18,17,26,8,6,13,6
20210704,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,4,PM10,32,28,30,30,28,29,47,14,15,22,30,21,22,20,20,14,14,34,,35,39,31,27,32,29,22,24,33,23,23,33,22,22,33,13
20210704,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,4,AQI,32,30,30,30,28,29,47,14,15,22,30,21,22,20,23,21,14,34,,38,39,31,32,32,29,25,24,33,26,25,38,22,22,33,13
20210704,5,PM2.5,20,23,14,16,15,17,11,8,11,8,9,8,11,10,19,11,9,21,,27,24,21,21,15,17,18,14,17,18,18,29,7,6,11,7
20210704,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,5,PM10,30,28,28,32,26,27,34,17,13,18,24,21,27,27,24,14,12,36,,35,36,32,27,25,35,26,26,22,23,26,33,22,19,31,18
20210704,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,5,AQI,30,33,28,32,26,27,34,17,16,18,24,21,27,27,28,19,15,36,,39,36,32,30,25,35,26,26,25,26,26,42,22,19,31,18
20210704,6,PM2.5,19,22,16,13,12,15,12,8,10,8,8,8,11,10,18,13,11,20,,26,23,19,22,14,16,19,15,16,19,20,31,8,6,13,7
20210704,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,6,PM10,29,29,34,26,26,29,30,16,33,28,19,25,21,29,26,25,18,37,,34,39,36,39,28,31,31,30,44,39,36,36,25,24,36,21
20210704,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,6,AQI,29,32,34,26,26,29,30,16,33,28,19,25,22,29,26,25,18,37,,38,39,36,39,28,31,31,30,44,39,36,45,25,24,36,21
20210704,7,PM2.5,19,24,18,20,14,15,15,10,9,7,7,8,12,12,20,14,11,18,,22,21,20,23,15,16,21,17,22,19,20,41,6,6,17,8
20210704,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,7,PM10,26,,25,30,24,30,52,33,95,73,14,62,32,35,28,28,30,36,,36,42,39,38,34,33,34,33,33,35,33,,26,25,32,31
20210704,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,7,AQI,28,35,26,30,24,30,51,33,73,62,17,56,32,35,29,28,30,36,,36,42,39,38,34,33,34,33,33,35,33,58,26,25,32,31
20210704,8,PM2.5,16,21,14,18,16,14,17,22,12,7,9,12,13,15,22,16,15,18,,18,19,19,21,12,14,22,19,22,22,23,51,7,7,16,9
20210704,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,8,PM10,22,31,,33,22,29,30,48,21,15,21,,31,20,27,27,29,40,,34,32,29,38,34,28,44,41,35,40,42,,23,23,35,22
20210704,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,8,AQI,29,31,27,33,23,30,30,48,21,20,21,18,31,22,32,27,29,40,,34,32,29,38,34,28,44,41,35,40,42,70,23,23,35,22
20210704,9,PM2.5,14,17,16,17,16,13,17,25,13,8,10,14,13,18,19,25,21,14,,16,16,21,21,11,11,21,20,18,22,22,51,10,7,17,10
20210704,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,9,PM10,18,21,26,26,24,23,24,27,,,20,20,26,26,23,27,24,30,,20,18,35,32,20,19,41,36,36,35,,,22,12,29,
20210704,9,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,9,AQI,34,35,28,31,24,32,26,36,24,28,26,23,26,26,28,36,30,30,,25,26,35,32,27,27,41,36,36,35,32,70,22,18,29,30
20210704,10,PM2.5,11,14,14,16,14,13,15,17,12,12,10,16,12,14,10,23,23,12,,14,15,20,18,12,10,22,21,16,20,22,50,14,7,19,14
20210704,10,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,10,PM10,13,15,15,23,18,16,21,23,,38,21,,25,19,16,35,33,23,,18,16,23,19,25,21,,27,24,,,,34,13,34,
20210704,10,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,10,AQI,39,40,34,35,31,37,32,31,27,38,31,28,29,26,29,35,33,31,,30,32,32,33,31,32,33,30,31,29,32,69,34,25,35,43
20210704,11,PM2.5,6,9,11,10,6,7,7,8,21,12,11,19,7,7,5,10,10,12,,13,15,21,16,11,10,18,21,15,16,18,31,10,6,14,16
20210704,11,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210704,11,PM10,,,14,,,,,,52,36,16,21,,,,,16,29,,23,21,22,20,22,,,36,17,,,35,25,9,33,30
