date,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,昌平区,延庆区,怀柔区,密云区,平谷区,顺义区,通州区,大兴区,门头沟区,房山区
20210101,12.114583333333334,8.569444444444445,7.319444444444444,8.875,9.208333333333334,8.041666666666666,19.4375,23.229166666666668,24.541666666666668,25.0,20.208333333333332,14.3125,5.958333333333333,6.180555555555556,16.625,9.979166666666666
20210102,15.58695652173913,8.46376811594203,9.434782608695652,10.5,9.768115942028984,14.695652173913043,20.17391304347826,34.43478260869565,19.608695652173914,25.17391304347826,22.565217391304348,17.565217391304348,6.673913043478261,8.449275362318842,14.521739130434783,6.434782608695652
20210103,33.21875,24.777777777777775,21.444444444444443,18.604166666666668,21.694444444444443,19.0,41.416666666666664,33.041666666666664,43.958333333333336,44.895833333333336,36.125,33.229166666666664,10.166666666666666,16.166666666666668,21.0,10.833333333333334
20210104,40.73913043478261,35.268115942028984,32.27536231884058,35.97826086956522,34.33333333333333,34.17391304347826,40.84782608695652,39.80434782608695,46.26086956521739,37.95652173913044,41.34782608695652,37.84782608695652,22.02173913043478,30.565217391304348,38.130434782608695,25.695652173913043
20210105,43.776515151515156,35.81060606060606,34.56060606060606,38.59090909090909,35.13636363636363,34.54545454545455,48.54545454545455,43.40909090909091,49.54545454545455,47.61363636363637,53.27272727272727,43.84090909090909,30.886363636363637,37.13636363636363,39.0,26.386363636363637
20210106,46.045138888888886,48.541666666666664,45.52777777777778,49.291666666666664,47.888888888888886,48.333333333333336,54.4375,57.458333333333336,56.833333333333336,47.083333333333336,53.0,54.8125,34.125,45.875,52.125,46.520833333333336
20210107,43.333333333333336,46.68181818181818,39.90909090909091,53.61363636363637,44.484848484848484,48.36363636363637,54.95454545454545,58.11363636363637,54.77272727272727,49.86363636363637,56.68181818181818,57.0,29.704545454545453,39.95454545454545,50.90909090909091,33.86363636363637
20210108,47.29347826086956,50.630434782608695,56.19565217391305,59.45652173913044,36.07246376811594,44.30434782608695,61.69565217391305,62.91304347826087,54.69565217391305,48.91304347826087,58.04347826086956,57.45652173913044,25.652173913043477,30.289855072463766,61.34782608695652,19.956521739130434
20210109,45.270833333333336,47.69444444444445,52.43055555555555,55.854166666666664,41.36111111111111,49.041666666666664,60.25,61.916666666666664,50.25,42.416666666666664,59.375,55.6875,23.1875,33.70138888888889,58.625,26.729166666666668
20210110,51.02430555555555,50.423611111111114,52.59722222222222,53.104166666666664,49.125,53.208333333333336,59.9375,58.958333333333336,53.166666666666664,48.395833333333336,57.333333333333336,53.666666666666664,37.770833333333336,46.52777777777778,58.0,40.5
20210111,40.552083333333336,39.34722222222222,41.02777777777778,41.333333333333336,37.625,33.333333333333336,51.541666666666664,50.416666666666664,51.75,42.3125,45.25,42.145833333333336,24.208333333333332,34.20138888888889,38.916666666666664,30.416666666666668
20210112,7.770833333333333,8.194444444444445,8.23611111111111,8.75,10.597222222222223,11.25,16.854166666666668,32.875,21.041666666666668,22.541666666666668,21.125,12.833333333333334,6.770833333333333,11.513888888888888,23.25,11.75
20210113,37.125,37.23611111111111,39.0625,39.833333333333336,38.30555555555556,35.625,49.5,56.854166666666664,31.416666666666668,32.270833333333336,32.375,28.854166666666668,25.9375,32.81944444444444,37.625,29.5625
20210114,19.40972222222222,19.055555555555554,19.86111111111111,17.875,16.555555555555554,16.583333333333332,31.3125,25.458333333333332,38.458333333333336,26.833333333333332,43.166666666666664,28.416666666666668,9.291666666666666,15.611111111111112,15.958333333333334,16.208333333333332
20210115,44.97569444444445,44.013888888888886,43.28472222222222,46.416666666666664,45.47222222222222,47.916666666666664,58.8125,48.895833333333336,45.958333333333336,50.1875,57.041666666666664,51.729166666666664,30.333333333333332,41.57638888888889,55.4375,39.9375
20210116,55.53030303030303,52.34090909090909,49.0,51.13636363636363,50.77272727272727,49.31818181818182,61.06818181818182,54.20454545454545,58.54545454545455,56.65909090909091,60.95454545454545,54.68181818181818,35.25,48.81818181818182,59.86363636363637,43.22727272727273
20210117,37.34375,34.583333333333336,38.416666666666664,39.0625,32.375,35.416666666666664,49.208333333333336,55.708333333333336,40.291666666666664,39.458333333333336,44.958333333333336,32.1875,23.0,33.86111111111111,39.875,30.020833333333332
20210118,30.894927536231886,28.282608695652176,37.463768115942024,35.32608695652174,26.1231884057971,25.47826086956522,51.28260869565217,58.02173913043478,47.69565217391305,44.630434782608695,45.608695652173914,40.80434782608695,20.282608695652176,23.57246376811594,29.304347826086957,28.195652173913043
20210123,1.5,2.0,2.0,2.0,9.5,2.0,17.0,12.0,32.5,13.5,15.5,3.5,2.5,2.25,6.5,14.0
20210124,17.729166666666668,14.1875,14.333333333333334,7.729166666666667,15.416666666666666,10.354166666666666,20.708333333333332,20.1875,38.75,32.5,22.520833333333332,29.333333333333332,12.479166666666666,14.385416666666666,14.5625,22.375
20210125,2.9782608695652173,2.869565217391304,4.065217391304348,3.217391304347826,4.630434782608695,3.4565217391304346,16.768115942028988,27.67391304347826,26.73913043478261,17.23913043478261,14.695652173913043,11.173913043478262,3.4782608695652173,4.076086956521739,5.3478260869565215,9.108695652173912
20210126,22.270833333333332,22.3125,30.479166666666668,32.75,21.604166666666668,29.0625,39.63888888888889,42.520833333333336,29.5,39.125,31.208333333333332,30.375,20.1875,9.541666666666666,43.104166666666664,33.375
20210127,26.613636363636363,28.727272727272727,26.363636363636363,24.681818181818183,35.18181818181818,30.5,36.71212121212121,35.45454545454545,45.61363636363637,44.61363636363637,33.29545454545455,43.59090909090909,17.704545454545453,16.946969696969695,47.20454545454545,44.88636363636363
