date,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,房山区,大兴区,通州区,顺义区,昌平区,门头沟区,平谷区,怀柔区,密云区,延庆区
20190101,22.895833333333332,19.131944444444443,22.319444444444443,21.979166666666668,15.027777777777779,22.395833333333332,11.5,12.319444444444445,18.25,25.145833333333332,33.645833333333336,29.916666666666668,33.25,24.916666666666668,30.166666666666668,22.4375
20190102,14.954861111111112,13.5625,13.055555555555555,9.25,9.32638888888889,8.916666666666666,10.770833333333334,6.715277777777778,12.229166666666666,36.15625,26.979166666666668,12.5,36.416666666666664,31.0,48.020833333333336,11.166666666666666
20190103,10.538194444444445,6.263888888888889,5.333333333333333,5.479166666666667,4.152777777777778,2.9583333333333335,6.395833333333333,2.847222222222222,6.9375,7.708333333333333,12.479166666666666,5.125,15.833333333333334,9.020833333333334,18.9375,7.166666666666667
20190104,49.25,41.73611111111111,45.548611111111114,45.6875,36.13888888888889,42.625,23.25,27.152777777777775,34.479166666666664,43.083333333333336,56.291666666666664,59.604166666666664,48.0,27.791666666666668,50.020833333333336,40.541666666666664
20190105,34.270833333333336,28.625,29.25,25.8125,24.51388888888889,25.625,13.979166666666666,21.07638888888889,30.375,46.791666666666664,42.0,30.25,53.8125,31.25,58.833333333333336,22.0
20190106,7.4375,4.576388888888888,5.708333333333333,5.5625,4.680555555555555,4.75,7.916666666666667,6.708333333333333,11.875,9.729166666666666,11.083333333333334,8.708333333333334,20.625,12.208333333333334,19.666666666666668,6.916666666666667
20190107,28.32638888888889,25.131944444444443,24.368055555555557,27.5,18.680555555555554,27.791666666666668,12.479166666666666,16.895833333333332,21.958333333333332,27.395833333333332,46.5625,44.5,32.520833333333336,17.270833333333332,30.479166666666668,33.395833333333336
20190108,42.854166666666664,43.138888888888886,42.25,46.5,41.8125,49.583333333333336,40.041666666666664,37.22222222222222,39.875,49.125,48.833333333333336,56.416666666666664,55.375,38.916666666666664,51.708333333333336,34.583333333333336
20190109,15.548611111111112,11.993055555555555,11.618055555555555,7.229166666666667,11.555555555555555,9.083333333333334,11.104166666666666,17.895833333333332,16.875,16.770833333333332,17.979166666666668,23.5,21.125,19.145833333333332,28.708333333333332,9.6875
20190110,7.107638888888889,5.534722222222222,6.472222222222222,6.8125,6.541666666666667,10.916666666666666,9.875,6.805555555555556,8.645833333333334,10.875,4.666666666666667,11.541666666666666,13.333333333333334,12.375,27.645833333333332,18.208333333333332
20190111,8.972222222222223,8.729166666666666,6.680555555555556,7.083333333333333,6.472222222222222,5.708333333333333,8.625,7.166666666666667,9.5625,9.208333333333334,9.0,8.125,10.229166666666666,16.145833333333332,28.75,11.229166666666666
20190112,6.083333333333333,7.0,5.166666666666667,6.0,4.833333333333333,4.125,7.6875,4.611111111111112,8.583333333333334,6.1875,8.020833333333334,8.333333333333334,7.625,12.166666666666666,16.666666666666668,15.895833333333334
20190113,22.65625,21.756944444444443,21.847222222222225,27.0625,21.61111111111111,29.708333333333332,16.333333333333332,14.958333333333334,20.25,29.791666666666668,48.125,42.416666666666664,30.041666666666668,22.958333333333332,38.270833333333336,35.0625
20190114,17.15277777777778,18.180555555555554,17.61111111111111,21.895833333333332,17.53472222222222,21.166666666666668,21.6875,20.07638888888889,21.3125,18.375,24.916666666666668,31.541666666666668,25.666666666666668,23.833333333333332,35.1875,33.6875
20190115,43.232638888888886,48.986111111111114,50.28472222222222,53.166666666666664,46.875,63.958333333333336,57.625,45.625,51.395833333333336,55.520833333333336,46.833333333333336,57.354166666666664,57.3125,47.666666666666664,61.958333333333336,59.416666666666664
20190116,14.614583333333334,14.125,14.222222222222221,12.729166666666666,14.520833333333334,21.416666666666668,17.333333333333332,14.694444444444445,15.333333333333334,22.770833333333332,27.604166666666668,14.916666666666666,22.166666666666668,16.416666666666668,37.854166666666664,32.020833333333336
20190117,11.274305555555555,12.291666666666666,11.416666666666666,11.770833333333334,9.777777777777777,11.875,13.354166666666666,10.458333333333334,16.9375,26.458333333333332,27.895833333333332,12.5,25.979166666666668,14.333333333333334,37.125,22.0625
20190118,6.520833333333333,6.909722222222222,5.819444444444444,7.145833333333333,4.625,4.875,7.145833333333333,4.472222222222222,8.541666666666666,8.583333333333334,27.125,8.041666666666666,14.958333333333334,12.645833333333334,25.9375,14.625
20190119,40.90625,40.666666666666664,40.52777777777778,43.166666666666664,34.23611111111111,41.291666666666664,28.5625,30.180555555555557,38.8125,52.895833333333336,54.520833333333336,44.25,62.354166666666664,40.416666666666664,62.4375,37.0
20190120,51.822916666666664,51.416666666666664,53.611111111111114,58.020833333333336,46.541666666666664,62.0,48.958333333333336,44.61805555555555,50.145833333333336,54.25,61.229166666666664,67.375,64.41666666666667,44.875,65.4375,55.416666666666664
20190121,27.402777777777775,28.88888888888889,27.916666666666668,44.083333333333336,34.36111111111111,51.666666666666664,22.729166666666668,27.23611111111111,30.145833333333332,45.875,51.979166666666664,60.166666666666664,43.458333333333336,17.770833333333332,39.229166666666664,49.645833333333336
20190122,20.10763888888889,20.23611111111111,24.569444444444443,30.645833333333332,28.333333333333332,39.666666666666664,23.104166666666668,23.26388888888889,24.041666666666668,39.0625,48.145833333333336,46.416666666666664,35.833333333333336,19.916666666666668,40.208333333333336,43.083333333333336
20190123,23.89236111111111,23.430555555555557,26.04861111111111,21.770833333333332,20.625,25.208333333333332,22.8125,24.0625,30.083333333333332,47.75,43.791666666666664,25.5625,43.666666666666664,28.8125,51.979166666666664,17.145833333333332
