date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20221204,0,PM2.5,6,6,7,6,3,4,6,4,6,4,6,5,4,4,3,5,3,3,2,2,3,2,2,3,4,5,6,6,7,6,30,5,7,14,14
20221204,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20221204,0,PM10,19,18,20,18,14,12,23,22,25,16,20,15,11,14,8,17,9,9,5,7,8,17,9,10,16,27,20,20,19,16,48,18,23,35,26
20221204,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20221204,0,AQI,19,18,20,18,16,14,23,22,25,18,20,18,17,17,21,17,18,14,20,17,15,18,20,18,16,27,20,20,19,16,48,20,23,35,26
20221204,1,PM2.5,5,5,9,6,3,3,5,4,4,6,4,4,4,3,3,3,3,4,2,7,3,2,2,3,4,8,6,5,7,6,31,4,4,31,12
20221204,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20221204,1,PM10,14,15,16,15,14,11,17,18,17,16,14,11,11,5,7,11,8,8,6,15,7,8,8,9,9,25,17,19,20,19,50,12,12,44,24
20221204,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20221204,1,AQI,15,15,16,15,16,15,17,18,20,16,19,18,19,18,21,18,19,16,17,30,14,18,20,18,13,25,17,19,20,19,50,20,16,45,24
20221204,2,PM2.5,4,5,5,5,3,3,7,4,5,6,5,4,3,3,3,3,3,6,2,4,2,2,2,3,4,7,6,4,5,5,13,3,7,24,14
20221204,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20221204,2,PM10,12,13,12,13,15,9,35,7,17,18,15,20,9,12,8,8,7,12,6,11,7,10,6,9,25,19,20,18,14,18,39,14,18,55,27
20221204,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20221204,2,AQI,15,14,15,13,15,16,35,12,18,18,16,20,18,18,21,18,19,14,18,13,16,18,20,16,25,19,20,18,14,18,39,20,18,53,27
20221204,3,PM2.5,4,4,5,5,3,3,6,4,6,7,6,5,4,3,4,3,2,3,2,5,3,4,2,2,3,5,5,8,6,4,13,4,7,15,18
20221204,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20221204,3,PM10,11,11,12,12,13,9,21,13,21,19,15,14,10,28,8,8,6,7,6,14,9,13,6,7,4,7,15,24,20,15,25,17,16,33,34
