date,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,昌平区,延庆区,怀柔区,密云区,平谷区,顺义区,通州区,大兴区,门头沟区,房山区
20230101,0.5125000000000001,0.4083333333333334,0.32708333333333334,0.33125,0.4145833333333333,0.4583333333333333,0.4222222222222222,0.5375,0.21666666666666667,0.15625,0.43124999999999997,0.23958333333333334,0.38958333333333334,0.7010416666666667,0.4895833333333333,0.45208333333333334
20230102,0.2956521739130435,0.2891304347826087,0.2717391304347826,0.29782608695652174,0.3065217391304348,0.3630434782608695,0.21884057971014492,0.21521739130434783,0.18913043478260871,0.11521739130434784,0.15434782608695655,0.15,0.21739130434782608,0.3489130434782609,0.3934782608695652,0.43478260869565216
20230103,0.46458333333333335,0.4375,0.44166666666666665,0.5499999999999999,0.4458333333333333,0.5520833333333334,0.3902777777777778,0.7062499999999999,0.19791666666666666,0.19791666666666666,0.425,0.30624999999999997,0.39791666666666664,0.5263888888888889,0.42083333333333334,0.53125
20230104,0.6729166666666666,0.6770833333333334,0.63125,0.7416666666666667,0.7000000000000001,0.7645833333333334,0.5361111111111111,0.7708333333333334,0.3229166666666667,0.35625,0.5520833333333334,0.5208333333333334,0.7312500000000001,0.8052083333333333,0.5708333333333333,0.7000000000000001
20230105,1.0479166666666666,1.03125,0.8666666666666667,0.9770833333333333,0.9375,0.9770833333333333,0.6097222222222222,1.0270833333333333,0.5666666666666667,0.5979166666666667,0.9729166666666668,0.8833333333333333,1.08125,1.2864583333333333,0.7291666666666666,0.8145833333333333
20230106,0.8645833333333334,0.8208333333333333,0.78125,0.7125,0.6958333333333333,0.7354166666666666,0.5333333333333333,0.6,0.5437500000000001,0.56875,0.7583333333333333,0.6541666666666667,0.875,1.0625,0.5,0.7729166666666667
20230107,0.6854166666666667,0.6083333333333333,0.45,0.65625,0.60625,0.6958333333333333,0.4361111111111111,0.45,0.25,0.325,0.39166666666666666,0.34375,0.63125,0.6833333333333335,0.46875,0.5979166666666667
20230108,0.5875,0.4708333333333334,0.4916666666666667,0.4875,0.4583333333333333,0.5479166666666667,0.3958333333333333,0.6,0.2833333333333333,0.3,0.4708333333333334,0.39999999999999997,0.5604166666666667,0.609375,0.3666666666666667,0.68125
20230109,0.4479166666666667,0.4395833333333334,0.3729166666666666,0.3979166666666667,0.35625,0.45,0.3819444444444444,0.26875,0.17708333333333334,0.22083333333333333,0.3,0.3010416666666667,0.4291666666666667,0.45625,0.4145833333333333,0.3104166666666667
20230110,0.6375000000000001,0.625,0.86875,0.7020833333333334,0.6041666666666666,0.7625000000000001,0.5416666666666666,0.5812499999999999,0.4395833333333334,0.5208333333333334,0.49583333333333335,0.6791666666666666,0.6687500000000001,0.5260416666666666,0.6,0.5333333333333333
20230111,1.0062499999999999,0.85,0.9083333333333333,0.9208333333333334,0.7895833333333333,0.9249999999999999,0.6305555555555555,0.7229166666666668,0.5229166666666667,0.5770833333333333,0.7208333333333333,0.7395833333333334,1.0208333333333333,1.0760416666666666,0.6083333333333333,0.7104166666666667
20230112,0.9416666666666668,0.9083333333333333,0.8520833333333334,0.8958333333333334,0.9145833333333333,0.9770833333333333,0.8722222222222222,0.81875,0.7458333333333332,0.6770833333333334,1.0999999999999999,0.8604166666666666,0.9500000000000001,1.1375,0.725,0.9333333333333332
20230113,0.7875000000000001,0.7333333333333334,0.7104166666666667,0.7625000000000001,0.7583333333333333,0.7895833333333333,0.6375000000000001,0.7999999999999999,0.5458333333333333,0.41250000000000003,0.8250000000000001,0.5552083333333333,0.6041666666666666,0.7739583333333333,0.6583333333333333,0.7854166666666668
20230114,0.20625000000000002,0.12083333333333335,0.15833333333333335,0.2104166666666667,0.1541666666666667,0.19791666666666666,0.20277777777777775,0.13333333333333333,0.19166666666666668,0.17708333333333334,0.17500000000000002,0.16875000000000004,0.24166666666666667,0.25104166666666666,0.1791666666666667,0.21041666666666667
20230115,0.19583333333333333,0.17083333333333336,0.13333333333333333,0.35833333333333334,0.23124999999999998,0.19166666666666668,0.2791666666666667,0.19583333333333333,0.16875000000000004,0.2041666666666667,0.2354166666666667,0.25416666666666665,0.21875,0.35000000000000003,0.18333333333333335,0.39166666666666666
20230116,0.325,0.32083333333333336,0.2791666666666667,0.39375,0.3854166666666667,0.3416666666666666,0.33888888888888885,0.4166666666666667,0.26666666666666666,0.3041666666666667,0.33749999999999997,0.33749999999999997,0.36874999999999997,0.48020833333333335,0.29791666666666666,0.39375000000000004
20230117,0.29791666666666666,0.32916666666666666,0.22708333333333333,0.25,0.3145833333333333,0.27499999999999997,0.22222222222222224,0.22083333333333335,0.21458333333333335,0.33125,0.4395833333333334,0.3541666666666667,0.2708333333333333,0.409375,0.2625,0.30416666666666664
20230118,0.3354166666666667,0.4041666666666666,0.41041666666666665,0.4083333333333334,0.37916666666666665,0.33749999999999997,0.3055555555555555,0.3854166666666667,0.3020833333333333,0.31875000000000003,0.44166666666666665,0.40208333333333335,0.44999999999999996,0.5104166666666666,0.3354166666666667,0.39999999999999997
20230119,0.4041666666666666,0.44166666666666665,0.4375,0.38333333333333336,0.35000000000000003,0.28958333333333336,0.2541666666666667,0.30625,0.3,0.30416666666666664,0.38749999999999996,0.3458333333333334,0.48124999999999996,0.546875,0.28750000000000003,0.3145833333333333
20230120,0.21875,0.19166666666666668,0.23750000000000002,0.2520833333333333,0.21666666666666667,0.9375,0.22916666666666666,0.16875000000000004,0.18333333333333335,0.1875,0.19791666666666666,0.1729166666666667,0.24583333333333335,0.21666666666666667,0.2354166666666667,0.22291666666666668
