month,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,昌平区,延庆区,怀柔区,密云区,平谷区,顺义区,通州区,大兴区,门头沟区,房山区
202201,0.6372549019607843,0.6833333333333333,0.629656862745098,0.6034313725490196,0.6209558823529412,0.6147671568627451,0.4906862745098039,0.7279411764705882,0.4725490196078432,0.5356617647058823,0.5767156862745099,0.5531862745098038,0.6,0.6789624183006535,0.6669117647058824,0.5574754901960784
202202,0.4215277777777778,0.4836309523809524,0.4319444444444444,0.42063492063492064,0.4340277777777778,0.4211309523809524,0.38783068783068786,0.4683531746031746,0.35892857142857143,0.38115079365079363,0.44246031746031744,0.3867063492063492,0.4583333333333333,0.5022156084656085,0.4834325396825397,0.439781746031746
202203,0.5855392156862745,0.6,0.5770833333333333,0.5676470588235294,0.5665441176470588,0.5102941176470588,0.4976307189542484,0.5018382352941176,0.5232843137254902,0.5234068627450981,0.5872549019607843,0.5656862745098039,0.5991421568627451,0.6739379084967321,0.5767156862745099,0.5779411764705883
202204,0.450297619047619,0.43918650793650793,0.46369047619047615,0.4417162698412698,0.4197916666666666,0.42271825396825397,0.3639880952380952,0.3592261904761905,0.4133928571428571,0.3897817460317461,0.4603670634920635,0.430109126984127,0.4569444444444445,0.5182126322751323,0.3969742063492063,0.39553571428571427
202205,0.37769607843137254,0.3662990196078431,0.38112745098039214,0.346078431372549,0.32487745098039217,0.3479166666666667,0.3133578431372549,0.2624387254901961,0.3400122549019608,0.3052696078431372,0.3224264705882353,0.3341911764705882,0.3356617647058823,0.4019199346405229,0.30661764705882355,0.35723039215686275
202206,0.5625905797101449,0.6057065217391304,0.5602355072463768,0.5371376811594203,0.49094202898550726,0.4461050724637681,0.4741545893719807,0.39266304347826086,0.5134963768115942,0.4670289855072464,0.5517210144927537,0.5180706521739131,0.5651268115942029,0.6083937198067633,0.389945652173913,0.5371376811594203
202207,0.5322303921568627,0.5558823529411765,0.5456495098039216,0.5298406862745099,0.4855392156862745,0.41482843137254904,0.445547385620915,0.3548406862745098,0.4724264705882353,0.44926470588235295,0.5012254901960784,0.5162990196078432,0.5534313725490196,0.4991421568627451,0.44007352941176475,0.47990196078431374
202208,0.4462421711899791,0.45292275574112734,0.4121085594989562,0.46043841336116914,0.39697286012526095,0.44634655532359085,0.41983298538622127,0.3615866388308977,0.42745302713987476,0.38262004175365344,0.41555323590814197,0.40991649269311065,0.4825678496868476,0.45328810020876825,0.36189979123173277,0.3920668058455115
202209,0.8098958333333334,0.8513020833333332,0.7882812499999999,0.8033854166666666,0.6328125,0.7098958333333334,0.6713541666666667,0.56015625,0.6593749999999999,0.6186197916666666,0.5778645833333333,0.63828125,0.7645833333333334,0.7699652777777778,0.5721354166666667,0.65625
202210,0.510512129380054,0.5524258760107816,0.5016846361185984,0.5146900269541779,0.4204177897574124,0.5845687331536388,0.4449685534591195,0.38480458221024255,0.4226415094339623,0.43254716981132074,0.40606469002695417,0.44278975741239895,0.49265498652291106,0.5290655884995508,0.41098382749326146,0.4269541778975741
202211,0.6319444444444444,0.6615277777777778,0.6161805555555555,0.6132638888888889,0.5151388888888888,0.5984722222222222,0.4934953703703704,0.5149305555555556,0.47118055555555555,0.4847916666666667,0.5365277777777778,0.545625,0.6127083333333333,0.656400462962963,0.47270833333333334,0.530625
202212,0.34155405405405403,0.3545945945945946,0.3179054054054054,0.3402027027027027,0.35,0.40121621621621617,0.3148873873873874,0.36675675675675673,0.25304054054054054,0.24864864864864866,0.3311486486486487,0.2913513513513513,0.41054054054054057,0.4175450450450451,0.2996621621621622,0.3358783783783784
