date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20240410,0,PM2.5,31,26,23,25,23,24,25,24,28,19,32,25,24,,21,22,21,28,28,21,27,20,23,24,24,25,26,30,25,25,26,21,,23,21
20240410,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240410,0,PM10,80,55,54,55,51,59,59,53,67,52,70,63,60,,51,52,46,59,57,51,66,50,49,75,62,49,63,74,55,55,,66,,54,40
20240410,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240410,0,AQI,65,53,52,53,51,55,55,52,59,51,60,57,55,,51,51,46,55,54,51,58,50,49,63,56,49,57,62,53,53,38,58,,52,40
20240410,1,PM2.5,31,27,27,32,25,27,27,25,26,20,25,24,22,,21,22,22,27,27,23,28,20,16,25,25,34,27,42,32,27,26,21,,26,21
20240410,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240410,1,PM10,79,58,61,66,57,60,62,61,63,53,60,54,54,,51,48,47,56,55,57,70,29,36,75,55,48,63,64,65,50,41,64,,47,40
20240410,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240410,1,AQI,65,54,56,58,54,55,56,56,57,52,55,52,52,,51,48,47,53,53,54,60,29,36,63,53,49,57,59,58,50,41,57,,47,40
20240410,2,PM2.5,38,32,29,29,28,31,26,23,29,23,25,23,23,,21,25,23,26,27,22,25,16,15,25,26,33,29,35,36,33,23,22,,29,20
20240410,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240410,2,PM10,88,65,62,63,60,68,58,51,60,57,63,62,55,,51,52,49,55,56,54,66,26,34,68,61,50,63,64,68,65,61,53,,61,41
20240410,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240410,2,AQI,69,58,56,57,55,59,54,51,55,54,57,56,53,,51,51,49,53,53,52,58,26,34,59,56,50,57,57,59,58,56,52,,56,41
