date,hour,type,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,昌平区,延庆区,怀柔区,密云区,平谷区,顺义区,通州区,大兴区,门头沟区,房山区
20230101,0,SO2,1.0,2.5,1.5,1.0,2.0,2.0,2.0,2.5,2.0,2.5,2.5,3.0,3.0,2.75,3.5,2.0
20230101,1,SO2,1.0,2.0,1.5,1.0,2.0,2.0,2.6666666666666665,2.5,2.0,3.5,2.5,3.0,3.0,2.5,3.0,2.5
20230101,2,SO2,1.0,2.5,2.0,1.0,2.0,1.5,2.3333333333333335,1.5,2.0,3.0,2.0,4.0,6.5,2.5,2.5,2.5
20230101,3,SO2,1.0,2.0,2.5,2.0,2.0,1.5,2.3333333333333335,2.5,3.0,3.0,2.0,4.0,3.0,2.0,2.5,2.5
20230101,4,SO2,1.5,2.5,2.5,2.0,1.5,1.5,2.3333333333333335,2.5,3.0,3.0,2.0,4.0,3.5,1.75,3.0,2.5
20230101,5,SO2,1.5,2.5,2.0,1.5,2.0,1.5,2.0,2.5,3.0,2.5,2.0,4.0,4.5,1.75,2.5,2.5
20230101,6,SO2,1.5,2.5,2.0,1.0,2.0,2.0,2.3333333333333335,2.0,3.0,3.0,3.0,3.5,2.5,3.0,2.5,3.0
20230101,7,SO2,1.5,2.5,2.0,2.0,1.5,1.5,2.0,2.0,3.0,2.5,3.0,3.0,2.0,2.75,2.0,3.0
20230101,8,SO2,2.0,2.5,2.0,2.0,1.5,1.5,2.6666666666666665,2.0,2.0,2.5,3.0,3.0,2.0,2.75,2.5,2.5
20230101,9,SO2,2.0,2.5,2.0,2.5,2.5,2.5,2.0,2.0,2.5,2.5,1.0,4.0,2.0,2.5,2.5,3.0
20230101,10,SO2,3.5,3.5,2.5,3.5,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,2.5,2.25,3.0,2.0
20230101,11,SO2,4.5,3.0,3.0,2.5,3.0,3.0,5.0,4.0,1.0,3.0,2.5,3.5,2.5,4.25,3.5,2.0
20230101,12,SO2,6.0,3.5,4.5,2.0,3.0,2.0,4.333333333333333,6.0,1.0,3.0,4.0,4.0,5.0,6.75,4.0,2.5
20230101,13,SO2,5.5,4.5,5.0,2.0,4.0,2.5,3.6666666666666665,7.0,1.0,2.0,4.5,4.5,8.5,7.5,4.0,3.5
20230101,14,SO2,4.5,4.0,3.5,1.5,4.0,2.0,2.3333333333333335,7.0,1.0,2.5,2.0,3.0,5.0,6.75,4.5,3.0
20230101,15,SO2,4.0,3.5,3.5,2.0,4.0,2.0,3.0,6.5,1.0,2.0,2.0,3.0,3.5,5.75,3.5,3.5
20230101,16,SO2,3.0,4.0,2.5,2.5,4.0,2.5,2.0,5.0,1.0,2.0,2.0,3.0,2.0,4.75,3.5,3.5
20230101,17,SO2,2.5,3.5,2.0,2.5,4.0,2.5,2.6666666666666665,4.5,1.0,2.0,2.0,3.0,1.5,3.25,3.5,3.0
20230101,18,SO2,2.0,4.5,2.0,1.5,4.0,3.5,2.0,3.5,3.0,2.5,2.0,3.0,2.5,2.25,3.0,2.5
20230101,19,SO2,2.5,4.5,2.0,1.0,3.5,3.5,1.6666666666666667,3.0,1.0,2.5,2.5,3.0,2.5,2.75,2.5,3.0
20230101,20,SO2,2.5,4.0,1.5,1.5,4.0,2.5,2.3333333333333335,2.0,1.0,2.0,2.5,3.0,3.0,3.0,2.5,3.0
20230101,21,SO2,2.0,3.5,1.5,1.5,3.0,4.0,2.3333333333333335,1.5,2.0,2.0,2.5,3.0,3.0,3.0,3.0,3.0
20230101,22,SO2,2.5,4.0,3.5,1.5,3.0,2.0,2.0,2.5,1.0,2.5,2.5,3.0,2.0,2.25,2.0,3.0
20230101,23,SO2,4.0,3.5,3.5,1.5,3.0,2.0,2.3333333333333335,2.5,1.0,2.0,2.0,3.0,1.5,2.0,2.0,3.5
20230102,0,SO2,2.0,3.0,2.0,2.0,2.5,1.5,2.0,2.5,2.0,2.0,2.0,3.0,1.0,2.25,2.0,3.5
20230102,1,SO2,1.5,2.5,2.0,2.0,2.0,1.5,2.6666666666666665,2.5,1.0,2.0,2.0,3.0,1.5,2.25,2.0,3.0
20230102,2,SO2,1.0,2.0,2.5,1.5,2.5,1.5,3.0,3.0,2.0,1.5,2.0,2.5,1.5,2.5,1.5,2.0
20230102,3,SO2,1.0,1.5,2.0,2.0,2.0,1.5,3.0,3.0,3.0,1.5,3.0,2.5,1.5,2.5,1.5,1.5
20230102,4,SO2,1.0,2.0,2.0,1.0,1.0,1.5,2.3333333333333335,2.0,3.0,2.0,3.0,2.5,1.0,1.75,1.0,1.5
20230102,5,SO2,2.0,2.0,2.0,1.0,1.0,1.5,1.6666666666666667,3.0,3.0,2.0,2.0,2.5,1.0,2.25,1.0,1.5
20230102,6,SO2,2.0,1.5,2.5,1.0,1.0,1.5,2.0,3.0,2.0,2.0,2.0,2.5,2.5,2.0,1.5,2.5
20230102,7,SO2,2.0,1.5,2.5,1.0,1.0,1.5,2.0,2.0,2.0,2.0,3.0,2.5,1.5,2.0,1.5,2.5
20230102,8,SO2,1.0,2.0,2.5,2.0,2.5,1.5,1.6666666666666667,3.0,2.0,1.5,2.0,2.5,1.5,2.0,1.5,1.5
20230102,9,SO2,1.0,2.0,2.5,1.0,1.5,1.5,2.3333333333333335,2.0,2.0,2.0,2.0,2.5,1.0,2.25,2.5,3.0
20230102,10,SO2,1.0,2.0,2.5,1.0,1.5,1.5,3.0,1.5,2.0,2.5,1.0,2.5,2.0,2.25,3.0,1.5
20230102,11,SO2,1.0,3.0,3.0,2.0,2.5,2.0,3.0,3.5,2.0,2.5,2.0,2.5,2.0,1.75,3.0,1.5
20230102,12,SO2,1.5,3.0,2.0,3.0,2.5,2.5,3.6666666666666665,2.0,2.0,2.5,3.0,2.5,2.0,1.25,3.0,2.5
20230102,13,SO2,2.0,3.0,2.5,2.5,2.5,2.5,3.0,2.0,2.0,2.5,3.0,2.5,2.0,1.5,3.5,3.0
20230102,14,SO2,1.5,3.0,3.0,2.0,2.5,2.5,3.0,2.5,2.0,2.5,3.0,2.5,2.5,1.75,3.5,3.0
20230102,15,SO2,2.0,3.0,2.5,2.5,2.5,2.5,2.0,3.0,3.0,2.5,3.0,2.5,2.5,1.5,3.0,3.0
20230102,16,SO2,1.5,3.0,3.0,2.0,2.0,2.5,2.6666666666666665,3.0,2.0,2.5,3.0,3.0,1.5,1.5,3.0,2.5
20230102,17,SO2,1.5,3.0,2.5,2.0,2.0,1.5,2.3333333333333335,3.5,3.0,2.5,3.0,3.5,2.0,1.75,3.5,2.0
20230102,18,SO2,1.0,3.0,2.5,1.5,1.5,1.5,3.3333333333333335,2.5,1.0,2.5,3.0,3.5,1.5,2.25,2.5,2.0
20230102,20,SO2,2.0,2.5,2.5,1.5,1.5,1.0,2.3333333333333335,1.5,3.0,2.5,3.0,2.5,2.0,3.0,2.5,1.0
20230102,21,SO2,2.0,2.5,2.0,2.0,2.5,1.5,3.0,1.0,3.0,3.5,3.0,2.5,1.0,3.0,2.5,2.5
20230102,22,SO2,2.0,2.0,1.5,2.0,2.5,1.5,2.3333333333333335,3.0,3.0,3.0,3.0,2.5,1.5,2.75,2.0,2.5
20230102,23,SO2,1.0,2.0,2.5,2.5,1.5,1.5,2.3333333333333335,3.0,3.0,3.0,2.0,2.5,2.0,2.75,2.0,3.0
20230103,0,SO2,1.0,2.0,2.5,2.5,1.5,1.5,3.0,3.0,3.0,3.0,3.0,2.5,4.0,2.75,1.5,1.0
20230103,1,SO2,2.0,3.0,2.5,2.0,1.5,1.5,2.0,3.0,3.0,3.0,3.0,2.5,5.0,2.75,1.0,1.5
20230103,2,SO2,1.0,3.0,2.5,2.5,1.0,2.5,2.3333333333333335,3.0,3.0,1.0,3.0,2.5,2.0,2.75,1.0,2.5
20230103,3,SO2,2.0,2.0,2.5,2.0,1.0,2.5,3.0,2.0,3.0,2.5,2.0,2.5,2.0,3.0,1.0,2.5
20230103,4,SO2,3.0,2.5,2.5,2.0,1.0,2.5,3.0,1.0,3.0,1.0,2.0,2.5,2.5,3.25,1.0,2.0
20230103,5,SO2,3.0,2.0,2.0,2.0,2.0,1.5,3.0,3.0,3.0,1.0,2.0,2.5,2.5,3.25,1.0,3.0
20230103,6,SO2,3.0,2.0,2.0,3.0,2.0,1.5,2.3333333333333335,3.0,3.0,1.0,2.5,2.5,1.0,3.25,2.0,2.5
20230103,7,SO2,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.5,2.5,1.0,2.75,1.0,2.0
20230103,8,SO2,3.0,1.5,2.0,2.0,2.0,1.5,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.75,2.0,2.0
20230103,9,SO2,3.0,2.0,2.0,2.5,1.5,2.0,3.0,2.0,3.0,1.0,3.0,2.5,2.0,2.5,1.5,2.5
20230103,10,SO2,2.0,2.5,2.0,2.0,1.5,3.0,2.6666666666666665,1.5,2.0,1.0,3.0,2.5,2.0,3.0,2.0,1.0
20230103,11,SO2,2.5,3.5,1.0,1.5,2.5,3.0,3.6666666666666665,4.5,2.0,2.0,3.0,2.5,1.0,1.6666666666666667,3.5,1.5
20230103,12,SO2,1.5,4.5,1.5,2.5,2.5,2.5,5.333333333333333,4.5,3.0,1.0,2.5,2.5,1.0,1.5,4.0,2.0
20230103,13,SO2,2.0,4.5,2.0,4.5,2.5,2.5,6.333333333333333,6.5,3.0,1.0,3.0,3.5,1.0,1.75,3.0,2.0
20230103,14,SO2,2.0,4.5,3.0,4.0,2.5,2.5,6.0,7.5,3.0,2.0,3.0,2.0,1.5,2.0,3.5,2.0
20230103,15,SO2,2.5,4.5,2.5,4.0,2.5,2.5,5.0,7.5,3.0,2.0,3.0,2.5,4.0,2.0,3.0,2.0
20230103,16,SO2,2.5,5.0,3.0,2.5,2.5,3.0,5.0,8.0,2.0,1.0,3.0,3.0,4.0,2.5,3.0,2.5
20230103,17,SO2,1.5,3.0,3.0,3.0,2.5,2.5,4.666666666666667,7.5,2.0,1.0,1.0,4.0,3.0,2.5,2.0,2.0
20230103,18,SO2,1.0,2.0,3.0,2.5,2.5,2.5,3.3333333333333335,5.5,2.0,1.5,2.0,4.0,3.0,2.75,2.5,2.0
20230103,19,SO2,1.0,2.0,1.5,2.5,2.5,2.0,2.6666666666666665,4.0,2.0,1.0,2.0,4.0,2.0,3.0,1.5,2.0
20230103,20,SO2,1.0,4.0,2.0,2.5,2.5,2.0,2.3333333333333335,3.5,2.0,2.0,2.0,8.5,2.5,2.75,2.5,2.5
20230103,21,SO2,1.5,3.0,2.5,3.0,2.5,2.5,2.0,2.0,2.0,1.0,3.0,5.5,2.5,2.5,2.0,2.5
20230103,22,SO2,2.0,3.5,2.5,2.5,2.5,2.0,1.6666666666666667,1.5,3.0,1.0,2.0,3.5,2.5,2.5,2.0,2.5
20230103,23,SO2,2.0,4.0,5.0,3.0,2.0,2.0,1.6666666666666667,1.5,3.0,2.0,2.0,3.5,2.5,2.5,1.5,2.0
20230104,0,SO2,2.0,4.5,9.0,3.0,2.5,1.5,1.6666666666666667,1.0,2.0,2.0,2.0,2.5,3.0,2.75,1.5,1.5
20230104,1,SO2,2.5,3.0,5.5,2.0,2.0,2.0,1.6666666666666667,1.0,2.0,1.0,2.0,2.5,3.0,2.25,1.5,2.5
20230104,2,SO2,4.5,5.0,5.0,2.5,2.5,1.5,3.0,2.5,2.0,2.0,2.0,2.5,2.5,1.25,1.0,2.5
20230104,3,SO2,3.0,4.5,5.5,2.5,1.5,1.5,3.0,2.5,2.0,2.0,3.0,2.0,2.0,1.75,1.0,2.5
20230104,4,SO2,2.0,5.0,3.5,2.5,1.5,2.5,2.6666666666666665,1.5,2.0,2.5,2.0,2.5,2.5,1.75,1.0,2.5
20230104,5,SO2,2.0,5.5,3.5,3.0,2.0,1.5,2.3333333333333335,1.5,3.0,2.0,2.0,2.0,2.5,1.75,1.0,3.0
20230104,6,SO2,3.5,4.5,4.0,2.5,2.0,2.5,3.0,1.0,3.0,2.5,2.0,2.0,3.0,1.25,1.0,3.5
20230104,7,SO2,3.0,5.0,3.0,3.0,2.5,1.5,3.0,1.0,3.0,1.5,2.5,2.0,2.0,1.25,2.0,3.5
20230104,8,SO2,2.5,4.0,1.5,3.0,2.0,1.5,4.0,1.0,2.0,1.5,2.5,2.5,2.5,1.25,2.0,4.0
20230104,9,SO2,3.0,3.0,2.5,3.0,4.0,1.5,3.3333333333333335,1.0,2.5,1.5,3.0,2.5,2.5,1.75,2.5,4.0
20230104,10,SO2,1.5,3.0,2.5,4.5,4.5,2.5,4.666666666666667,2.0,1.5,2.5,2.0,2.5,3.0,2.0,3.5,2.5
20230104,11,SO2,3.0,4.0,2.0,5.5,4.5,4.5,5.666666666666667,6.0,2.0,3.0,4.0,2.5,4.0,3.5,4.5,3.5
20230104,12,SO2,3.0,4.0,2.5,6.0,5.5,4.5,4.666666666666667,7.0,1.5,3.5,7.0,3.0,4.5,3.75,4.0,3.5
20230104,13,SO2,3.0,4.5,2.0,5.0,6.0,4.0,4.0,6.5,2.0,2.5,6.5,3.5,4.0,3.75,4.0,4.0
20230104,14,SO2,3.0,5.0,2.5,5.5,5.0,4.0,4.0,5.0,1.5,1.5,4.5,3.5,3.5,3.0,4.0,5.0
20230104,15,SO2,3.5,5.0,2.0,5.0,5.5,4.0,4.333333333333333,3.0,2.0,2.0,3.0,3.5,4.0,2.75,5.0,5.5
20230104,16,SO2,4.0,5.5,3.0,5.0,6.0,4.5,4.0,4.5,2.0,1.5,2.0,4.5,2.5,3.0,6.0,8.0
20230104,17,SO2,5.0,6.0,3.0,5.0,5.5,4.5,3.6666666666666665,5.0,2.0,1.5,2.5,4.0,3.0,2.25,6.0,8.0
20230104,18,SO2,4.0,5.5,3.0,4.5,5.5,4.5,3.0,5.0,1.5,2.0,2.5,5.0,3.0,2.25,5.5,8.0
20230104,19,SO2,4.0,6.0,4.5,4.0,5.0,4.5,2.6666666666666665,3.5,1.0,2.0,1.5,3.5,4.0,2.0,3.5,9.0
20230104,20,SO2,4.0,6.5,5.0,4.0,5.5,4.0,2.0,3.0,1.0,2.0,1.5,3.0,4.5,2.25,2.0,4.0
20230104,21,SO2,4.0,6.5,5.5,3.5,5.0,3.5,2.3333333333333335,3.0,1.0,2.0,1.5,4.0,4.0,2.0,2.0,3.5
20230104,22,SO2,4.0,6.5,6.0,3.0,4.0,2.5,3.0,3.0,2.0,1.5,1.5,4.0,4.5,2.25,1.5,4.5
20230104,23,SO2,4.0,6.0,6.5,3.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,1.75,1.0,3.5
20230105,0,SO2,3.5,6.5,5.5,3.5,4.0,1.5,2.6666666666666665,1.5,2.0,1.0,2.0,2.5,4.0,1.5,1.0,3.0
20230105,1,SO2,3.0,5.5,5.0,2.0,3.0,1.0,2.3333333333333335,1.5,3.0,1.0,2.0,3.0,4.0,1.75,1.0,2.5
20230105,2,SO2,3.0,5.0,6.0,3.0,2.0,1.0,2.0,1.5,2.0,3.0,2.0,2.5,4.0,2.25,1.0,3.0
20230105,3,SO2,4.5,4.5,6.0,3.0,1.5,1.0,2.3333333333333335,1.0,2.0,2.0,2.0,2.5,4.5,2.0,1.0,2.5
20230105,4,SO2,5.0,4.5,3.5,2.5,1.5,1.5,2.0,1.0,2.0,2.0,2.5,3.0,3.5,2.25,1.0,2.5
