month,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,昌平区,延庆区,怀柔区,密云区,平谷区,顺义区,通州区,大兴区,门头沟区,房山区
202301,70.47695852534562,70.62672811059907,69.85023041474655,64.04608294930875,71.78110599078342,69.90322580645162,65.3763440860215,71.53225806451613,55.725806451612904,55.08755760368663,66.61751152073732,59.37672811059908,72.6036866359447,75.59293394777266,61.55760368663594,61.40783410138249
202302,82.91794871794872,84.3025641025641,82.55384615384615,80.85641025641026,86.6923076923077,81.88974358974359,73.14358974358974,66.12307692307692,74.82307692307693,63.6051282051282,75.58974358974359,73.87948717948719,85.16410256410256,82.66666666666667,76.54358974358975,79.22307692307692
202303,145.04651162790697,139.86627906976744,144.00232558139535,140.8186046511628,142.8674418604651,138.60930232558138,131.2751937984496,113.54418604651163,119.23255813953489,115.03488372093024,126.3546511627907,129.85581395348837,154.94883720930233,148.30891472868217,132.18953488372094,138.96511627906978
202304,125.66904761904762,123.57619047619048,122.07142857142857,125.0047619047619,128.83809523809524,138.13571428571427,107.70238095238095,94.68095238095238,105.0,108.59642857142858,117.4952380952381,119.12380952380953,139.66904761904763,138.56706349206348,126.4,139.29761904761904
202305,70.93778801843318,66.37096774193549,69.85253456221199,67.31797235023042,68.54147465437788,73.35483870967742,65.78648233486943,55.974654377880185,66.1405529953917,64.13364055299539,68.1774193548387,74.98387096774194,79.26958525345623,70.25460829493088,64.22004608294931,73.36405529953917
202306,41.56428571428572,39.26190476190476,41.13809523809524,41.36666666666667,43.09285714285714,45.67142857142857,39.18492063492064,35.69285714285714,35.94285714285714,34.208333333333336,43.10952380952381,45.08095238095238,43.84365079365079,44.323412698412696,42.91904761904762,49.357142857142854
202307,37.064516129032256,36.418509984639016,37.47695852534562,36.15668202764977,36.83294930875576,39.02995391705069,32.26958525345622,29.168202764976957,32.73041474654378,31.382488479262673,33.995391705069125,36.92748712388181,37.3294930875576,39.08755760368663,37.53110599078341,38.66705069124424
202308,36.90092165898618,37.93394777265745,37.52995391705069,39.19124423963134,37.87096774193548,42.596774193548384,29.314132104454686,27.54147465437788,32.09216589861751,29.73041474654378,34.77880184331797,36.066820276497694,40.163594470046085,39.7926267281106,45.854838709677416,40.055299539170505
202309,51.595238095238095,53.1920634920635,52.128571428571426,56.18809523809524,48.3,57.18809523809524,39.173809523809524,34.416666666666664,41.10952380952381,36.99523809523809,48.54047619047619,55.5452380952381,62.06190476190476,55.62738095238095,50.04047619047619,50.68333333333333
202310,73.83870967741936,74.94700460829493,71.37096774193549,68.27188940092167,65.53456221198157,72.71889400921658,53.085253456221196,46.965437788018434,50.33410138248848,53.884792626728114,67.11520737327189,67.14746543778801,80.12903225806451,76.91743471582181,66.73732718894009,66.58755760368663
202311,67.32380952380953,62.13809523809524,60.76428571428571,61.23809523809524,62.99047619047619,65.44285714285714,52.69761904761905,47.121428571428574,43.445238095238096,43.75714285714286,53.93571428571428,55.142857142857146,66.45238095238095,68.39166666666667,64.72380952380952,71.51904761904763
202312,80.80645161290323,82.87557603686636,79.29032258064517,76.42626728110599,80.37327188940093,83.10829493087557,74.8041474654378,68.80184331797236,60.824884792626726,56.05760368663594,70.62672811059907,70.86405529953917,83.67281105990783,86.73118279569893,73.5,78.88940092165899
