date,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210112,93.625,86.5,98.75,95.625,95.5,101.125,91.125,91.125,,70.875,111.95833333333333,107.16666666666667,97.08333333333333,108.91666666666667,105.70833333333333,114.375,82.25,85.20833333333333,92.08333333333333,85.33333333333333,66.83333333333333,71.41666666666667,183.83333333333334,87.75,203.95833333333334,58.166666666666664,93.875,143.41666666666666,172.58333333333334,120.16666666666667,90.29166666666667,85.95833333333333,91.875,118.875,111.95833333333333,122.0,109.0,135.0,119.0,163.0,117.0,137.0,142.0,145.0,114.0,139.0,133.0,112.0,122.0,112.0,124.0,123.0,92.0,99.0,105.0,95.0,69.0,104.0,133.0,137.0,97.0,84.0,108.0,89.0,103.0,124.0,145.0,132.0,139.0,128.0
20210113,167.91666666666666,148.5,177.20833333333334,178.20833333333334,164.75,174.45833333333334,164.375,171.04166666666666,,80.29166666666667,198.04166666666666,170.875,146.54166666666666,151.58333333333334,190.0,173.375,125.70833333333333,190.5,144.5625,104.5,91.5,76.16666666666667,240.125,218.25,278.75,66.83333333333333,111.20833333333333,240.54166666666666,164.04166666666666,185.25,144.83333333333334,144.375,154.20833333333334,172.16666666666666,166.75,122.0,109.0,135.0,119.0,163.0,117.0,137.0,142.0,145.0,114.0,139.0,133.0,112.0,122.0,112.0,124.0,123.0,92.0,99.0,105.0,95.0,69.0,104.0,133.0,137.0,97.0,84.0,108.0,89.0,103.0,124.0,145.0,132.0,139.0,128.0
20210114,73.83333333333333,78.375,79.29166666666667,80.70833333333333,79.04166666666667,79.79166666666667,85.29166666666667,86.70833333333333,,71.95833333333333,94.75,99.58333333333333,86.0,80.16666666666667,78.70833333333333,77.79166666666667,76.04166666666667,75.45833333333333,97.89583333333333,70.875,76.54166666666667,80.95833333333333,113.79166666666667,82.45833333333333,82.75,75.125,77.29166666666667,80.54166666666667,94.625,93.5,78.20833333333333,71.16666666666667,76.0,93.41666666666667,90.16666666666667,122.0,109.0,135.0,119.0,163.0,117.0,137.0,142.0,145.0,114.0,139.0,133.0,112.0,122.0,112.0,124.0,123.0,92.0,99.0,105.0,95.0,69.0,104.0,133.0,137.0,97.0,84.0,108.0,89.0,103.0,124.0,145.0,132.0,139.0,128.0
20210115,97.125,97.04166666666667,119.25,118.5,98.33333333333333,92.375,116.75,114.5,,68.125,143.04166666666666,124.625,123.04166666666667,106.75,97.66666666666667,99.83333333333333,87.58333333333333,97.5,118.04166666666667,85.20833333333333,84.20833333333333,84.75,97.58333333333333,97.04166666666667,121.16666666666667,77.08333333333333,88.20833333333333,112.83333333333333,148.0,111.75,98.79166666666667,91.0,95.70833333333333,119.25,95.83333333333333,122.0,109.0,135.0,119.0,163.0,117.0,137.0,142.0,145.0,114.0,139.0,133.0,112.0,122.0,112.0,124.0,123.0,92.0,99.0,105.0,95.0,69.0,104.0,133.0,137.0,97.0,84.0,108.0,89.0,103.0,124.0,145.0,132.0,139.0,128.0
20210116,27.772727272727273,30.454545454545453,31.0,30.0,32.22727272727273,36.5,32.31818181818182,46.09090909090909,,18.545454545454547,34.59090909090909,36.27272727272727,32.31818181818182,39.45454545454545,29.59090909090909,40.40909090909091,27.272727272727273,33.81818181818182,30.318181818181817,23.136363636363637,23.727272727272727,25.59090909090909,34.90909090909091,29.772727272727273,39.09090909090909,20.727272727272727,44.77272727272727,37.90909090909091,38.22727272727273,34.95454545454545,27.454545454545453,23.431818181818183,25.272727272727273,36.13636363636363,41.36363636363637,122.0,109.0,135.0,119.0,163.0,117.0,137.0,142.0,145.0,114.0,139.0,133.0,112.0,122.0,112.0,124.0,123.0,92.0,99.0,105.0,95.0,69.0,104.0,133.0,137.0,97.0,84.0,108.0,89.0,103.0,124.0,145.0,132.0,139.0,128.0
20210117,44.208333333333336,42.166666666666664,50.75,49.875,49.916666666666664,52.333333333333336,50.375,63.145833333333336,,29.708333333333332,56.458333333333336,56.541666666666664,57.25,49.583333333333336,44.333333333333336,57.041666666666664,47.25,55.916666666666664,49.645833333333336,41.666666666666664,46.041666666666664,45.791666666666664,53.75,52.541666666666664,54.75,36.583333333333336,51.833333333333336,53.083333333333336,61.916666666666664,59.166666666666664,47.125,39.375,40.791666666666664,58.75,48.375,122.0,109.0,135.0,119.0,163.0,117.0,137.0,142.0,145.0,114.0,139.0,133.0,112.0,122.0,112.0,124.0,123.0,92.0,99.0,105.0,95.0,69.0,104.0,133.0,137.0,97.0,84.0,108.0,89.0,103.0,124.0,145.0,132.0,139.0,128.0
20210123,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,122.0,109.0,135.0,119.0,163.0,117.0,137.0,142.0,145.0,114.0,139.0,133.0,112.0,122.0,112.0,124.0,123.0,92.0,99.0,105.0,95.0,69.0,104.0,133.0,137.0,97.0,84.0,108.0,89.0,103.0,124.0,145.0,132.0,139.0,128.0
20210128,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,51.708333333333336,47.208333333333336,48.333333333333336,47.041666666666664,49.958333333333336,50.708333333333336,51.875,52.375,51.791666666666664,56.958333333333336,62.125,57.958333333333336,38.958333333333336,47.083333333333336,30.375,39.125,33.375,27.208333333333332,29.958333333333332,29.5,29.625,31.958333333333332,28.166666666666668,30.083333333333332,31.541666666666668,40.458333333333336,37.041666666666664,51.166666666666664,48.958333333333336,38.541666666666664,58.833333333333336,64.91666666666667,68.20833333333333,59.791666666666664,49.75
20210129,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,55.791666666666664,48.958333333333336,52.458333333333336,51.625,52.125,57.041666666666664,53.666666666666664,48.416666666666664,56.625,57.166666666666664,55.625,51.625,44.083333333333336,60.541666666666664,39.041666666666664,48.125,45.208333333333336,38.041666666666664,39.583333333333336,40.416666666666664,39.083333333333336,49.25,46.208333333333336,42.083333333333336,44.458333333333336,60.333333333333336,57.791666666666664,53.5,53.625,51.0,67.08333333333333,50.416666666666664,48.0,57.666666666666664,51.041666666666664
20210201,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,50.958333333333336,51.75,47.416666666666664,57.041666666666664,51.416666666666664,52.5,49.875,50.208333333333336,64.58333333333333,57.208333333333336,58.041666666666664,52.666666666666664,49.0,53.25,45.583333333333336,44.208333333333336,43.375,46.375,46.125,45.333333333333336,44.25,55.166666666666664,48.75,58.333333333333336,56.958333333333336,58.5,57.0,59.041666666666664,56.166666666666664,54.083333333333336,68.45833333333333,56.958333333333336,58.375,65.58333333333333,65.66666666666667
20210202,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,39.083333333333336,35.291666666666664,36.208333333333336,37.375,39.083333333333336,40.583333333333336,39.416666666666664,36.958333333333336,41.458333333333336,42.458333333333336,33.75,39.375,34.125,37.25,30.5,32.916666666666664,30.833333333333332,31.791666666666668,32.833333333333336,31.833333333333332,29.916666666666668,31.0,31.916666666666668,34.958333333333336,34.125,38.791666666666664,35.708333333333336,35.75,37.083333333333336,33.25,40.958333333333336,42.625,38.916666666666664,39.125,42.0
20210203,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,48.25,46.916666666666664,48.791666666666664,50.25,47.541666666666664,51.916666666666664,53.583333333333336,48.833333333333336,52.75,53.5,48.833333333333336,51.0,50.625,54.291666666666664,44.416666666666664,44.541666666666664,42.541666666666664,32.333333333333336,31.208333333333332,38.833333333333336,37.291666666666664,40.9375,41.541666666666664,42.958333333333336,41.625,53.291666666666664,59.75,52.625,58.916666666666664,55.791666666666664,68.875,43.875,52.833333333333336,51.458333333333336,46.916666666666664
20210204,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,61.041666666666664,57.625,58.208333333333336,59.916666666666664,60.541666666666664,62.083333333333336,64.125,59.375,70.375,61.583333333333336,58.666666666666664,59.333333333333336,48.375,46.5,38.958333333333336,38.916666666666664,35.25,44.458333333333336,36.166666666666664,48.541666666666664,44.416666666666664,49.083333333333336,48.125,54.833333333333336,47.875,62.875,61.041666666666664,59.208333333333336,67.08333333333333,63.5,67.33333333333333,47.666666666666664,47.875,72.25,55.833333333333336
20210205,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,72.04166666666667,69.16666666666667,70.83333333333333,71.83333333333333,75.25,72.0,75.375,63.0,70.375,56.125,59.125,58.583333333333336,62.166666666666664,63.083333333333336,58.041666666666664,61.125,63.875,61.083333333333336,60.041666666666664,69.08333333333333,69.75,68.66666666666667,72.08333333333333,70.91666666666667,71.41666666666667,74.625,70.66666666666667,66.04166666666667,71.70833333333333,74.60416666666667,94.72916666666667,55.291666666666664,56.208333333333336,66.91666666666667,59.458333333333336
20210206,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,90.04166666666667,81.83333333333333,85.54166666666667,86.0,94.70833333333333,89.625,88.20833333333333,81.16666666666667,91.66666666666667,93.25,87.79166666666667,84.91666666666667,78.375,78.54166666666667,73.08333333333333,75.625,73.33333333333333,67.25,68.875,58.958333333333336,55.875,73.0,75.33333333333333,83.08333333333333,76.79166666666667,92.29166666666667,88.91666666666667,84.375,91.95833333333333,83.54166666666667,90.0,87.0,88.33333333333333,90.75,92.89583333333333
20210207,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,42.916666666666664,41.625,41.041666666666664,45.0,39.666666666666664,49.125,40.166666666666664,37.166666666666664,46.958333333333336,66.125,45.708333333333336,42.916666666666664,31.25,35.291666666666664,24.291666666666668,26.291666666666668,27.916666666666668,49.125,49.5,36.791666666666664,35.541666666666664,65.95833333333333,66.75,48.125,47.708333333333336,51.291666666666664,53.666666666666664,52.458333333333336,56.5,51.916666666666664,62.0,57.458333333333336,53.5,75.45833333333333,77.45833333333333
20210208,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,54.958333333333336,51.25,46.541666666666664,50.333333333333336,52.75,58.791666666666664,48.416666666666664,43.041666666666664,52.75,45.833333333333336,44.708333333333336,44.375,38.041666666666664,35.625,36.666666666666664,34.041666666666664,35.0,35.166666666666664,31.916666666666668,32.416666666666664,31.041666666666668,37.625,37.833333333333336,45.416666666666664,38.458333333333336,74.95833333333333,68.58333333333333,55.375,59.25,61.416666666666664,67.25,40.958333333333336,41.125,53.583333333333336,45.0
20210209,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,96.20833333333333,93.04166666666667,89.5,97.25,91.04166666666667,95.75,85.08333333333333,81.16666666666667,92.79166666666667,75.29166666666667,81.16666666666667,76.54166666666667,64.45833333333333,72.41666666666667,71.375,75.66666666666667,75.08333333333333,65.95833333333333,64.125,74.41666666666667,73.125,91.41666666666667,96.95833333333333,95.91666666666667,91.95833333333333,110.16666666666667,107.5,95.58333333333333,104.75,103.56481481481482,114.25,68.70833333333333,68.66666666666667,90.125,75.79166666666667
20210210,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,120.45833333333333,117.79166666666667,108.29166666666667,123.41666666666667,111.45833333333333,113.375,102.25,109.25,119.58333333333333,96.83333333333333,106.33333333333333,101.33333333333333,87.16666666666667,95.33333333333333,83.54166666666667,92.5,92.08333333333333,75.04166666666667,71.70833333333333,87.83333333333333,79.41666666666667,95.95833333333333,101.58333333333333,101.625,94.91666666666667,110.66666666666667,103.04166666666667,121.375,128.125,128.22685185185185,139.625,90.83333333333333,81.45833333333333,119.75,90.0
20210211,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,235.375,233.16666666666666,225.91666666666666,232.875,233.91666666666666,224.75,206.125,214.58333333333334,187.20833333333334,189.58333333333334,205.45833333333334,194.20833333333334,192.875,196.875,195.79166666666666,168.08333333333334,162.75,178.83333333333334,173.75,184.0,181.5,182.79166666666666,181.08333333333334,222.66666666666666,210.45833333333334,248.91666666666666,238.875,216.04166666666666,232.125,245.04166666666666,258.8333333333333,176.04166666666666,165.08333333333334,220.95833333333334,168.16666666666666
20210212,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,264.75,252.66666666666666,250.95833333333334,244.54166666666666,263.375,264.0,278.9583333333333,291.6666666666667,268.0,217.70833333333334,254.04166666666666,253.08333333333334,213.83333333333334,292.9583333333333,169.875,203.66666666666666,192.79166666666666,234.95833333333334,231.5,275.875,247.58333333333334,274.7083333333333,303.9583333333333,264.9166666666667,275.125,338.7083333333333,321.5,239.04166666666666,266.125,294.8333333333333,324.3333333333333,205.375,193.79166666666666,278.5,197.125
20210213,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,259.5416666666667,254.16666666666666,264.1666666666667,260.9583333333333,264.4583333333333,243.75,253.83333333333334,274.4166666666667,265.875,253.29166666666666,258.1666666666667,260.6666666666667,251.83333333333334,275.9166666666667,250.45833333333334,203.875,192.83333333333334,252.04166666666666,249.16666666666666,284.75,293.5416666666667,277.375,286.75,264.875,262.3333333333333,247.5,234.95833333333334,234.79166666666666,236.66666666666666,249.875,198.08333333333334,256.7916666666667,253.45833333333334,283.9166666666667,223.08333333333334
20210214,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,118.79166666666667,122.29166666666667,122.375,125.58333333333333,119.875,116.625,121.16666666666667,142.27412280701756,136.75,132.08333333333334,131.75,133.16666666666666,122.25,142.08333333333334,125.375,167.20833333333334,164.875,171.125,160.75,185.58333333333334,184.83333333333334,179.5,179.5,139.29166666666666,148.0,123.29166666666667,120.16666666666667,113.45833333333333,113.20833333333333,125.66666666666667,100.375,139.58333333333334,146.54166666666666,128.79166666666666,136.75
20210215,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,35.583333333333336,32.791666666666664,33.208333333333336,33.708333333333336,33.666666666666664,38.666666666666664,32.166666666666664,38.60087719298246,35.541666666666664,26.625,33.458333333333336,33.0,31.458333333333332,32.125,31.541666666666668,44.5,42.708333333333336,28.5,28.625,27.375,28.916666666666668,30.125,29.208333333333332,29.916666666666668,30.604166666666668,36.833333333333336,34.875,33.916666666666664,35.625,34.875,35.208333333333336,34.166666666666664,35.458333333333336,36.791666666666664,32.708333333333336
20210216,57.0,52.0,63.0,59.0,58.0,65.0,68.0,80.0,,44.0,66.0,65.0,75.0,64.0,61.0,64.0,62.0,73.0,57.0,56.0,60.0,58.0,42.0,37.0,48.0,58.0,62.0,77.0,79.0,58.0,55.0,63.0,50.0,72.0,56.0,36.416666666666664,36.666666666666664,35.291666666666664,39.375,32.833333333333336,35.0,37.541666666666664,33.291666666666664,39.958333333333336,23.833333333333332,39.416666666666664,36.0,31.125,32.208333333333336,28.375,26.375,27.166666666666668,27.708333333333332,28.166666666666668,23.791666666666668,24.416666666666668,27.208333333333332,28.416666666666668,33.0,28.458333333333332,35.041666666666664,38.041666666666664,43.75,44.333333333333336,36.625,47.791666666666664,42.5,42.125,42.791666666666664,38.333333333333336
