month,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
201601,94.73790322580645,89.57862903225806,86.93413978494624,93.30846774193549,89.73185483870968,73.65389784946237,82.07661290322581,126.02956989247312,74.49932795698925,102.68145161290323,100.4171146953405,95.45228494623656,113.98915130568355,97.18212365591398,118.3850806451613,102.77997311827957,50.70577956989247,90.15526293682795,85.40322580645162,98.93212365591398,61.153225806451616,68.15120967741936,74.61424731182795,73.48185483870968,68.76612903225806,48.05779569892473,48.592573924731184,154.19892473118279,157.1209677419355,175.19650537634408,98.88104838709677,112.02083333333333,100.20362903225806,130.5840053763441,105.5866935483871
201602,62.63505747126437,60.234913793103445,57.979166666666664,60.14798850574713,62.70474137931034,52.519396551724135,55.116379310344826,67.20402298850574,44.82183908045977,70.02370689655173,60.120929118773944,61.08117816091954,77.90034209085933,83.9389367816092,68.0294540229885,70.47514367816092,55.25033524904214,62.466213182471265,49.74640804597701,75.43462643678161,51.32830459770115,49.76580459770115,56.234913793103445,51.58620689655172,47.88002873563219,34.60057471264368,40.40699404761905,90.74066091954023,105.09281190715322,121.96810344827587,63.86566091954023,66.8441091954023,70.04525862068965,89.88290229885058,62.12140804597701
201603,137.53629032258064,118.99327956989248,145.81720430107526,126.17876344086021,152.3494623655914,122.35215053763442,135.60282258064515,169.46975806451613,118.59946236559139,156.85282258064515,151.64448924731184,154.18010752688173,117.35138888888889,158.31182795698925,151.7002688172043,126.79435483870968,113.2293906810036,125.42674731182795,127.37701612903226,137.16801075268816,116.14112903225806,107.49462365591398,113.58602150537635,130.65725806451613,101.55510752688173,96.66801075268818,84.72427035330261,161.19287634408602,168.85134800083515,167.26814516129033,147.46505376344086,154.5826612903226,143.4388440860215,169.5141129032258,151.20698924731184
201604,113.37347222222222,113.3236111111111,129.33680555555554,109.56655092592594,117.11220878136201,106.18800287356322,100.66712962962963,122.37190656565656,104.37847222222223,128.75416666666666,124.85244252873562,139.38888888888889,97.3064393939394,132.51444444444445,110.23765096618358,103.1001984126984,101.73944444444443,108.35363247863249,115.69305555555556,130.84166666666667,107.96111111111111,102.47361111111111,96.22083333333333,118.99722222222222,101.79382716049383,106.96527777777777,92.24818376068377,140.52632915173237,109.92986111111111,121.92708333333333,116.8304012345679,120.84715909090909,127.23112373737374,141.62708333333333,137.14837962962963
201605,76.8005376344086,93.50201612903226,104.43077956989248,99.2239023297491,73.23952913631634,81.47599184278829,69.08355734767025,87.40778755294883,81.62379032258065,105.7116935483871,77.27720615498703,113.28494623655914,78.56097262952102,105.22795698924732,93.34830820476859,94.31197196620585,73.44435483870967,82.43640405293631,104.31182795698925,77.4872311827957,101.41666666666667,81.46303763440861,81.36693548387096,87.06586021505376,79.84266726403823,74.41532258064517,59.50538668320927,116.4557029714418,105.27956989247312,97.45591397849462,108.47770310633214,98.42776846809106,110.97928885630499,132.64220430107528,111.77240143369177
201606,73.24444444444444,81.99444444444444,92.19699074074073,82.6276388888889,80.96369047619048,71.91180555555556,73.52569444444444,66.7025462962963,68.08006944444445,94.9732638888889,62.15940040650407,106.75069444444445,77.13263888888889,86.91458333333334,109.84637896825396,101.12025462962963,63.675,69.89263888888888,89.72777777777777,92.15277777777777,79.73148148148148,78.05,58.78472222222222,66.81736111111111,63.671527777777776,53.87083333333333,48.28537037037037,79.99236111111111,94.52881944444445,96.06013888888889,94.46555555555555,81.71775793650794,99.15555555555555,114.28142857142858,90.75173611111111
201607,72.29750442130084,72.71664374140303,92.30628152223751,83.32475928473177,158.42982910941987,67.6422040618173,79.1977303988996,77.27620357634113,88.10364511691884,87.2328060522696,81.83113027141275,104.92365887207703,115.63892709766162,83.17469050894086,83.13391629003733,85.05868867491976,66.81884456671253,69.3600903910395,83.42022008253095,85.29092159559835,74.74805135259056,80.33768913342503,62.48514442916093,65.69566712517194,68.08734525447042,55.52682255845942,51.79463132007836,62.21359122684706,75.3040202575966,93.5041265474553,93.81224209078404,83.5865831443548,92.74484181568089,114.4574572607585,90.09456671251719
201608,58.82958909370199,57.27956989247312,71.33198924731182,64.13239247311827,396.79859824542285,59.25284629981025,60.767809139784944,75.44381720430107,56.82513440860215,73.35752688172043,70.29166666666667,81.3239247311828,75.91801075268818,77.66397849462365,70.92338709677419,68.03629032258064,59.9008064516129,55.2812019969278,59.737231182795696,58.590053763440864,57.618951612903224,50.553091397849464,55.05551075268818,43.548051075268816,53.638440860215056,42.39381720430107,49.355021994134894,57.57018706731477,63.87933773216031,69.98118279569893,68.39986559139786,71.19899738448126,74.79637096774194,99.59139784946237,77.43682795698925
201609,67.04513888888889,69.62013888888889,81.68402777777777,68.80460069444445,74.39583333333333,76.15347222222222,86.05972222222222,86.23541666666667,59.988194444444446,83.54305555555555,83.2076388888889,98.42083333333333,90.51527777777778,89.09375,86.59166666666667,93.70902777777778,75.01944444444445,60.922222222222224,67.93055555555556,61.015972222222224,58.63528439153439,56.59934640522876,49.78194444444444,49.110416666666666,33.61883451735527,49.52291666666667,57.22083333333333,73.29866452991453,75.55763888888889,91.57569444444445,85.60069444444444,84.41319444444444,89.28194444444445,83.15138888888889,92.62916666666666
201610,122.50940860215054,105.35215053763442,115.58534946236558,84.1554939516129,103.25672043010752,111.74462365591398,105.19287634408602,101.6491935483871,76.52553763440861,102.80712365591398,105.70362903225806,118.1135752688172,115.12231182795699,104.69354838709677,107.83064516129032,116.48387096774194,100.1633064516129,97.15994623655914,84.94220430107526,77.0739247311828,98.61303123399897,94.76138519924099,74.67405913978494,75.61962365591398,33.46690970274818,66.60013440860214,61.72782258064516,73.66123862696443,83.91061827956989,114.01814516129032,103.19489247311827,96.53427419354838,104.6043906810036,128.25537634408602,112.67338709677419
