date,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20190101,7.833333333333333,11.875,7.833333333333333,8.541666666666666,9.541666666666666,12.083333333333334,6.458333333333333,3.0416666666666665,,7.833333333333333,9.833333333333334,9.8125,9.166666666666666,7.416666666666667,8.375,13.708333333333334,7.458333333333333,18.25,6.25,3.5833333333333335,15.458333333333334,2.2083333333333335,20.75,8.833333333333334,10.875,3.9166666666666665,3.9583333333333335,9.833333333333334,11.666666666666666,6.729166666666667,8.375,11.541666666666666,8.083333333333334,12.75,18.958333333333332
20190102,11.166666666666666,12.375,13.333333333333334,11.791666666666666,12.833333333333334,15.625,12.041666666666666,4.208333333333333,,11.854166666666666,9.75,10.708333333333334,10.083333333333334,10.291666666666666,11.5,11.833333333333334,6.208333333333333,12.5625,5.833333333333333,3.375,4.041666666666667,2.4583333333333335,31.166666666666668,8.770833333333334,19.625,2.625,3.6666666666666665,14.75,20.583333333333332,6.916666666666667,10.583333333333334,12.208333333333334,12.041666666666666,14.291666666666666,19.583333333333332
20190103,26.375,18.833333333333332,30.25,26.083333333333332,23.958333333333332,25.854166666666668,19.708333333333332,7.0,,21.708333333333332,19.75,18.333333333333332,16.125,16.333333333333332,16.5,20.75,11.75,16.041666666666668,14.729166666666666,10.583333333333334,17.833333333333332,4.291666666666667,32.520833333333336,13.708333333333334,18.916666666666668,6.875,11.270833333333334,19.895833333333332,18.5625,9.25,18.458333333333332,21.666666666666668,21.083333333333332,27.5,32.541666666666664
20190104,4.791666666666667,8.541666666666666,5.958333333333333,4.1875,4.08974358974359,6.291666666666667,5.041666666666667,2.2916666666666665,,5.041666666666667,5.291666666666667,5.083333333333333,5.291666666666667,3.5416666666666665,5.5,7.166666666666667,5.125,3.9166666666666665,3.7083333333333335,1.8958333333333333,4.583333333333333,2.1666666666666665,25.0625,4.541666666666667,6.6875,3.3333333333333335,2.5833333333333335,9.083333333333334,6.625,6.541666666666667,4.75,8.375,5.583333333333333,6.375,12.958333333333334
20190105,3.875,7.583333333333333,4.083333333333333,3.4166666666666665,3.868589743589744,17.041666666666668,6.166666666666667,3.4791666666666665,,5.75,5.375,7.458333333333333,7.541666666666667,3.4375,3.5833333333333335,2.9166666666666665,2.7916666666666665,7.791666666666667,6.166666666666667,2.75,13.333333333333334,2.375,14.208333333333334,7.583333333333333,11.375,2.2916666666666665,2.375,3.5833333333333335,5.416666666666667,4.479166666666667,4.875,7.166666666666667,5.708333333333333,6.333333333333333,11.333333333333334
20190106,13.208333333333334,13.75,13.708333333333334,13.333333333333334,17.041666666666668,10.416666666666666,11.375,3.4583333333333335,,13.75,10.791666666666666,11.958333333333334,12.625,19.75,22.958333333333332,14.541666666666666,10.583333333333334,8.625,10.208333333333334,7.083333333333333,7.416666666666667,4.5,35.104166666666664,6.458333333333333,23.375,4.4375,9.416666666666666,11.458333333333334,32.0,7.291666666666667,14.333333333333334,15.0,15.895833333333334,21.166666666666668,24.583333333333332
20190107,8.291666666666666,10.541666666666666,7.291666666666667,7.333333333333333,10.270833333333334,20.166666666666668,6.833333333333333,2.7916666666666665,,6.125,8.166666666666666,7.5,7.25,5.791666666666667,7.75,7.333333333333333,6.145833333333333,4.708333333333333,5.125,1.8333333333333333,13.875,1.4583333333333333,41.25,7.291666666666667,8.1875,2.875,3.2916666666666665,9.25,14.25,8.333333333333334,8.916666666666666,9.75,8.708333333333334,12.208333333333334,17.916666666666668
20190108,3.7083333333333335,7.666666666666667,2.25,2.4583333333333335,4.5,5.208333333333333,3.375,2.7083333333333335,,2.2916666666666665,1.875,4.208333333333333,2.0833333333333335,2.25,3.75,3.4583333333333335,3.5625,2.625,2.8333333333333335,1.5833333333333333,3.7083333333333335,1.875,15.791666666666666,5.583333333333333,8.541666666666666,1.0833333333333333,1.5416666666666667,2.8333333333333335,4.5,2.625,3.9166666666666665,4.5,3.5416666666666665,4.6875,10.5
20190109,10.3125,12.354166666666666,9.458333333333334,9.0,8.833333333333334,21.75,10.604166666666666,4.708333333333333,,8.395833333333334,7.083333333333333,10.25,8.541666666666666,9.416666666666666,9.791666666666666,10.416666666666666,6.541666666666667,9.25,6.75,3.9166666666666665,17.104166666666668,3.2916666666666665,29.5625,8.208333333333334,17.083333333333332,2.875,6.541666666666667,13.416666666666666,27.791666666666668,7.875,10.125,12.541666666666666,11.0,13.5,20.166666666666668
20190110,17.25,14.416666666666666,16.166666666666668,15.916666666666666,17.333333333333332,13.354166666666666,13.9375,6.6875,,12.291666666666666,12.541666666666666,10.916666666666666,11.916666666666666,11.5,11.625,14.083333333333334,12.041666666666666,15.104166666666666,11.0,5.5,7.625,3.75,37.916666666666664,14.270833333333334,35.916666666666664,4.958333333333333,10.208333333333334,34.916666666666664,45.0,11.25,17.041666666666668,17.791666666666668,18.791666666666668,22.583333333333332,25.5
20190111,17.541666666666668,12.416666666666666,18.333333333333332,17.0,18.291666666666668,13.916666666666666,19.770833333333332,9.333333333333334,,19.625,18.916666666666668,5.125,20.041666666666668,29.791666666666668,21.875,15.791666666666666,13.395833333333334,18.208333333333332,14.333333333333334,8.708333333333334,16.8125,5.708333333333333,36.229166666666664,18.875,37.666666666666664,5.625,12.791666666666666,26.333333333333332,35.791666666666664,17.083333333333332,14.041666666666666,16.083333333333332,18.041666666666668,23.791666666666668,24.5
