date,hour,type,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,昌平区,延庆区,怀柔区,密云区,平谷区,顺义区,通州区,大兴区,门头沟区,房山区
20230101,0,CO,0.45,0.4,0.35,0.4,0.5,0.5,0.3666666666666667,0.45,0.3,0.2,0.65,0.25,0.45,0.75,0.75,0.5
20230101,1,CO,0.55,0.35,0.35,0.35,0.44999999999999996,0.6,0.5666666666666667,0.5,0.25,0.2,0.6000000000000001,0.25,0.5,0.775,0.6499999999999999,0.5
20230101,2,CO,0.5,0.35,0.35,0.30000000000000004,0.4,0.44999999999999996,0.5666666666666667,0.4,0.25,0.2,0.5,0.2,0.5,0.675,0.6,0.5
20230101,3,CO,0.44999999999999996,0.25,0.35,0.30000000000000004,0.30000000000000004,0.4,0.4666666666666666,0.55,0.25,0.1,0.44999999999999996,0.2,0.45,0.575,0.5,0.45
20230101,4,CO,0.4,0.25,0.35,0.25,0.35,0.30000000000000004,0.39999999999999997,0.9,0.2,0.1,0.44999999999999996,0.2,0.4,0.625,0.5,0.45
20230101,5,CO,0.35,0.25,0.30000000000000004,0.25,0.3,0.35,0.3,1.0,0.2,0.1,0.4,0.2,0.35,0.6000000000000001,0.45,0.45
20230101,6,CO,0.35,0.25,0.25,0.25,0.25,0.44999999999999996,0.43333333333333335,0.9500000000000001,0.2,0.1,0.4,0.2,0.30000000000000004,0.55,0.5,0.45
20230101,7,CO,0.35,0.25,0.25,0.25,0.35,0.55,0.26666666666666666,0.7,0.2,0.15000000000000002,0.4,0.2,0.30000000000000004,0.5,0.5,0.45
20230101,8,CO,0.30000000000000004,0.3,0.25,0.45,0.35,0.5,0.3,0.6499999999999999,0.25,0.15000000000000002,0.45,0.2,0.35,0.55,0.5,0.5
20230101,9,CO,0.4,0.3,0.30000000000000004,0.6,0.4,0.55,0.5000000000000001,0.6,0.25,0.2,0.6,0.25,0.35,0.625,0.5,0.55
20230101,10,CO,0.44999999999999996,0.35,0.30000000000000004,0.5,0.45,0.5,0.5333333333333333,0.6499999999999999,0.25,0.15000000000000002,0.6499999999999999,0.25,0.35,0.525,0.5,0.55
20230101,11,CO,0.55,0.30000000000000004,0.30000000000000004,0.4,0.3,0.4,0.6666666666666666,0.55,0.2,0.15000000000000002,0.5,0.25,0.35,0.6749999999999999,0.5,0.4
20230101,12,CO,0.7,0.4,0.4,0.35,0.3,0.35,0.5333333333333333,0.45,0.1,0.1,0.4,0.25,0.45,0.8750000000000001,0.4,0.3
20230101,13,CO,0.6,0.4,0.4,0.2,0.3,0.35,0.4666666666666666,0.45,0.1,0.1,0.35,0.25,0.6,0.75,0.4,0.3
20230101,14,CO,0.5,0.4,0.30000000000000004,0.25,0.35,0.3,0.4000000000000001,0.35,0.1,0.1,0.2,0.2,0.4,0.7,0.35,0.3
20230101,15,CO,0.45,0.25,0.25,0.25,0.35,0.3,0.4000000000000001,0.35,0.1,0.1,0.2,0.2,0.3,0.575,0.35,0.3
20230101,16,CO,0.45,0.4,0.2,0.2,0.3,0.25,0.4000000000000001,0.25,0.1,0.2,0.2,0.15000000000000002,0.2,0.525,0.35,0.30000000000000004
20230101,17,CO,0.45,0.4,0.2,0.2,0.4,0.35,0.4333333333333333,0.30000000000000004,0.2,0.1,0.2,0.15000000000000002,0.25,0.55,0.35,0.35
20230101,18,CO,0.5,0.55,0.2,0.30000000000000004,0.5,0.4,0.4333333333333333,0.4,0.30000000000000004,0.25,0.25,0.25,0.35,0.725,0.6,0.5
20230101,19,CO,0.6499999999999999,0.6499999999999999,0.3,0.4,0.55,0.6000000000000001,0.5333333333333333,0.6499999999999999,0.25,0.35,0.30000000000000004,0.35,0.55,0.75,0.6,0.6
20230101,20,CO,0.6499999999999999,0.8,0.35,0.35,0.6,0.7,0.4000000000000001,0.8500000000000001,0.2,0.25,0.45,0.35,0.5,0.8500000000000001,0.55,0.55
20230101,21,CO,0.8,0.7,0.45,0.35,0.7,0.65,0.3333333333333333,0.4,0.35,0.2,0.6499999999999999,0.35,0.45,0.95,0.5,0.55
20230101,22,CO,0.9,0.7,0.65,0.4,0.65,0.6499999999999999,0.26666666666666666,0.30000000000000004,0.3,0.1,0.6499999999999999,0.35,0.35,1.15,0.45,0.55
20230101,23,CO,0.55,0.55,0.45,0.4,0.55,0.55,0.16666666666666666,0.25,0.3,0.1,0.44999999999999996,0.25,0.3,1.0,0.4,0.5
20230102,0,CO,0.35,0.4,0.2,0.4,0.65,0.5,0.16666666666666666,0.2,0.3,0.1,0.2,0.15000000000000002,0.25,0.625,0.45,0.5
20230102,1,CO,0.3,0.3,0.2,0.35,0.4,0.45,0.20000000000000004,0.2,0.2,0.1,0.2,0.15000000000000002,0.2,0.45,0.45,0.55
20230102,2,CO,0.25,0.25,0.25,0.25,0.3,0.35,0.20000000000000004,0.2,0.1,0.1,0.2,0.15000000000000002,0.2,0.30000000000000004,0.4,0.5
20230102,3,CO,0.2,0.2,0.25,0.25,0.2,0.3,0.13333333333333333,0.2,0.1,0.2,0.1,0.1,0.2,0.275,0.4,0.5
20230102,4,CO,0.2,0.2,0.25,0.25,0.2,0.3,0.16666666666666666,0.1,0.1,0.2,0.1,0.1,0.2,0.22500000000000003,0.4,0.45
20230102,5,CO,0.2,0.2,0.25,0.2,0.2,0.3,0.16666666666666666,0.1,0.1,0.1,0.1,0.1,0.2,0.25,0.4,0.45
20230102,6,CO,0.2,0.15000000000000002,0.25,0.2,0.2,0.3,0.20000000000000004,0.1,0.2,0.1,0.1,0.1,0.15000000000000002,0.275,0.35,0.44999999999999996
20230102,7,CO,0.25,0.25,0.25,0.25,0.2,0.3,0.20000000000000004,0.2,0.2,0.1,0.1,0.1,0.15000000000000002,0.275,0.35,0.5
20230102,8,CO,0.25,0.25,0.25,0.25,0.2,0.3,0.20000000000000004,0.25,0.2,0.1,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.30000000000000004,0.35,0.55
20230102,9,CO,0.25,0.25,0.25,0.25,0.2,0.3,0.20000000000000004,0.4,0.2,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.375,0.4,0.6
20230102,10,CO,0.25,0.25,0.25,0.25,0.2,0.3,0.2333333333333333,0.25,0.2,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.325,0.35,0.4
20230102,11,CO,0.3,0.25,0.25,0.30000000000000004,0.2,0.35,0.2333333333333333,0.25,0.2,0.1,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.325,0.35,0.3
20230102,12,CO,0.25,0.25,0.25,0.30000000000000004,0.2,0.35,0.2333333333333333,0.15000000000000002,0.2,0.1,0.1,0.15000000000000002,0.15000000000000002,0.275,0.3,0.3
20230102,13,CO,0.25,0.25,0.25,0.25,0.2,0.3,0.2333333333333333,0.15000000000000002,0.2,0.1,0.1,0.15000000000000002,0.15000000000000002,0.22499999999999998,0.3,0.3
20230102,14,CO,0.25,0.25,0.25,0.25,0.25,0.3,0.23333333333333336,0.15000000000000002,0.2,0.1,0.1,0.15000000000000002,0.2,0.25,0.3,0.3
20230102,15,CO,0.30000000000000004,0.25,0.25,0.2,0.25,0.3,0.23333333333333336,0.1,0.2,0.1,0.1,0.15000000000000002,0.2,0.25,0.25,0.25
20230102,16,CO,0.30000000000000004,0.30000000000000004,0.3,0.2,0.2,0.3,0.23333333333333336,0.2,0.2,0.1,0.1,0.1,0.2,0.25,0.25,0.25
20230102,17,CO,0.30000000000000004,0.35,0.4,0.3,0.25,0.3,0.23333333333333336,0.25,0.2,0.1,0.1,0.1,0.2,0.25,0.35,0.30000000000000004
20230102,18,CO,0.35,0.35,0.25,0.35,0.4,0.35,0.19999999999999998,0.25,0.25,0.1,0.15000000000000002,0.2,0.3,0.275,0.55,0.35
20230102,20,CO,0.4,0.44999999999999996,0.35,0.45,0.5,0.6,0.19999999999999998,0.4,0.25,0.15000000000000002,0.30000000000000004,0.25,0.35,0.475,0.6,0.5
20230102,21,CO,0.44999999999999996,0.5,0.35,0.45,0.55,0.55,0.26666666666666666,0.25,0.15000000000000002,0.1,0.30000000000000004,0.25,0.35,0.6,0.55,0.5
