date,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,房山区,大兴区,通州区,顺义区,昌平区,门头沟区,平谷区,怀柔区,密云区,延庆区
20160101,172.28125,162.16666666666666,181.26388888888889,159.90277777777777,169.81944444444443,165.75,237.02083333333334,236.0,227.41666666666666,194.64583333333334,122.22916666666667,113.75,236.25,116.16666666666667,114.47916666666667,127.10416666666667
20160102,286.75,285.25,305.34027777777777,258.36805555555554,284.59027777777777,258.8958333333333,371.8541666666667,355.9444444444444,385.5104166666667,328.6770833333333,211.09375,204.64583333333334,379.5416666666667,235.41666666666666,217.53125,187.26041666666666
20160103,358.5625,352.3194444444444,366.625,334.59722222222223,356.09722222222223,326.7083333333333,401.2291666666667,367.59722222222223,366.6666666666667,372.6875,300.0625,275.4166666666667,420.0,285.875,230.10416666666666,202.04166666666666
20160104,173.02083333333334,167.5,171.22916666666666,200.06944444444446,208.02083333333334,221.0625,306.1145833333333,223.8472222222222,200.6875,187.21875,152.22916666666666,205.70833333333334,256.5,193.35416666666666,142.47916666666666,77.08333333333333
20160105,34.34375,33.72222222222222,32.25,34.20138888888889,44.166666666666664,42.125,161.875,58.013888888888886,46.354166666666664,35.5,22.5625,32.583333333333336,35.458333333333336,25.833333333333332,16.75,33.4375
20160106,72.52083333333333,66.88888888888889,61.02777777777778,78.04166666666667,95.08333333333333,91.97916666666667,167.77083333333334,129.25,89.54166666666667,33.291666666666664,29.729166666666668,76.625,32.208333333333336,39.770833333333336,27.916666666666668,59.5625
20160107,29.125,31.520833333333332,27.79861111111111,33.34027777777778,33.666666666666664,31.583333333333332,92.625,48.24305555555555,41.104166666666664,24.104166666666668,32.739583333333336,30.3125,20.958333333333332,24.875,18.104166666666668,43.197916666666664
20160108,28.625,29.875,29.402777777777775,29.152777777777775,44.27777777777778,31.75,186.16666666666666,60.44444444444445,45.208333333333336,27.791666666666668,34.1875,27.458333333333332,24.5,27.083333333333332,21.104166666666668,36.125
20160109,94.11458333333333,88.04166666666667,85.93055555555556,80.52777777777779,107.33333333333333,92.70833333333333,222.125,169.41666666666666,129.97916666666666,43.958333333333336,58.25,69.41666666666667,81.58333333333333,48.875,33.875,51.833333333333336
20160110,109.83854166666667,102.5763888888889,90.40972222222223,105.70833333333333,120.39583333333333,108.125,217.79166666666666,241.13194444444446,219.54166666666666,80.70833333333333,91.27083333333333,86.89583333333333,108.83333333333333,54.229166666666664,35.635416666666664,80.17708333333333
20160111,45.46875,45.80555555555555,45.479166666666664,46.138888888888886,51.65277777777778,43.166666666666664,94.9375,63.791666666666664,74.85416666666667,44.291666666666664,44.416666666666664,43.333333333333336,50.583333333333336,28.875,19.604166666666668,42.708333333333336
20160112,25.958333333333332,26.097222222222225,26.034722222222225,29.680555555555557,26.618055555555557,27.666666666666668,100.23958333333333,35.53472222222222,36.46875,24.416666666666668,33.385416666666664,22.75,23.854166666666668,23.75,18.8125,46.260416666666664
20160113,38.364583333333336,37.09722222222222,33.98611111111111,36.97222222222222,68.26388888888889,49.0,214.64583333333334,105.8888888888889,51.645833333333336,30.125,33.583333333333336,34.5,25.833333333333332,31.5,21.979166666666668,47.125
20160114,88.78125,86.21527777777777,65.20138888888889,59.81944444444445,139.72222222222223,93.70833333333333,219.58333333333334,191.97916666666666,155.83333333333334,44.4375,48.270833333333336,75.33333333333333,57.166666666666664,46.0,38.041666666666664,45.0625
20160115,149.93055555555557,132.84722222222223,133.77777777777777,98.58333333333333,158.375,116.45833333333333,222.20833333333334,226.61111111111111,240.5,112.45833333333333,67.95833333333333,96.45833333333333,119.91666666666667,61.916666666666664,59.020833333333336,60.666666666666664
20160116,154.69791666666666,144.70833333333334,153.25,141.54166666666666,160.69444444444443,161.91666666666666,207.9375,192.83333333333334,203.04166666666666,185.27083333333334,145.375,158.125,216.58333333333334,158.5,159.14583333333334,140.58333333333334
20160117,118.32291666666667,118.94444444444444,116.55555555555556,120.45833333333333,126.70833333333333,138.125,156.64583333333334,126.875,118.5625,128.1875,112.3125,145.41666666666666,158.45833333333334,129.95833333333334,132.1875,108.4375
20160118,38.447916666666664,37.57638888888889,36.916666666666664,34.48611111111111,40.68055555555556,41.25,57.979166666666664,48.625,72.625,39.0,36.0625,50.583333333333336,35.375,34.458333333333336,26.875,37.1875
20160119,61.295138888888886,63.28472222222222,58.236111111111114,60.361111111111114,76.08333333333333,76.75,118.125,66.73611111111111,69.08333333333333,32.104166666666664,50.791666666666664,77.41666666666667,36.666666666666664,30.791666666666668,19.645833333333332,50.166666666666664
20160120,145.77083333333334,137.03472222222223,141.09722222222223,113.65277777777777,151.63888888888889,130.20833333333334,225.27083333333334,180.6597222222222,176.16666666666666,97.1875,89.125,121.54166666666667,110.79166666666667,68.375,45.791666666666664,71.52083333333333
20160121,169.03472222222223,176.38888888888889,175.38888888888889,169.08333333333334,187.06944444444446,194.625,233.04166666666666,193.13888888888889,161.47916666666666,141.14583333333334,145.9375,195.625,154.875,153.33333333333334,137.875,134.4375
20160122,108.97916666666667,111.25,108.625,103.29166666666667,120.02777777777777,121.29166666666667,134.54166666666666,112.44444444444444,105.33333333333333,117.20833333333333,83.375,118.77083333333333,125.91666666666667,114.0,96.52083333333333,55.9375
20160123,40.791666666666664,39.916666666666664,30.194444444444443,30.430555555555557,34.34722222222222,44.916666666666664,38.958333333333336,41.8125,55.354166666666664,25.916666666666668,35.770833333333336,34.875,30.458333333333332,18.25,19.833333333333332,29.604166666666668
20160124,56.427083333333336,50.986111111111114,52.80555555555555,43.27777777777778,42.861111111111114,57.291666666666664,54.666666666666664,47.486111111111114,62.666666666666664,37.354166666666664,72.6875,56.041666666666664,28.125,24.458333333333332,21.5625,80.5625
20160125,55.520833333333336,47.986111111111114,43.09722222222222,40.18055555555556,62.31944444444445,48.416666666666664,180.27083333333334,97.79166666666667,58.479166666666664,42.166666666666664,58.1875,32.333333333333336,32.291666666666664,48.3125,33.208333333333336,69.02083333333333
20160126,61.1875,54.05555555555555,43.611111111111114,42.833333333333336,69.94444444444444,47.958333333333336,190.75,127.7361111111111,67.29166666666667,49.9375,47.25,38.666666666666664,49.0,50.166666666666664,51.708333333333336,50.979166666666664
20160127,96.94097222222223,94.55555555555556,90.0,84.47222222222221,113.6388888888889,92.25,190.45833333333334,169.23611111111111,134.97916666666666,72.47916666666667,64.16666666666667,75.83333333333333,107.875,59.666666666666664,52.104166666666664,60.375
20160128,188.69791666666666,180.58333333333334,202.69444444444446,160.90277777777777,190.08333333333334,177.91666666666666,235.375,246.44444444444446,234.3125,159.1875,112.27083333333333,147.16666666666666,189.79166666666666,115.70833333333333,104.72916666666667,143.875
20160129,120.67708333333333,114.3888888888889,120.95833333333333,121.54166666666667,115.3888888888889,115.5,150.625,139.31944444444443,149.625,132.75,105.33333333333333,99.83333333333333,217.375,132.29166666666666,67.10416666666667,116.72916666666667
20160130,70.77083333333333,78.11111111111111,67.08333333333333,91.02777777777777,76.04166666666667,85.0,102.66666666666667,82.79166666666667,88.10416666666667,97.625,75.27083333333333,84.25,149.0,95.75,78.6875,76.97916666666667
20160131,53.84375,52.59722222222222,41.84722222222222,49.77777777777778,63.861111111111114,64.58333333333333,162.85416666666666,92.69444444444444,56.770833333333336,38.416666666666664,26.645833333333332,56.041666666666664,44.416666666666664,38.916666666666664,24.5625,41.625
20160201,41.958333333333336,35.30555555555556,27.01388888888889,28.694444444444443,73.09722222222221,40.791666666666664,199.70833333333334,120.125,59.479166666666664,25.25,24.958333333333332,21.5,29.041666666666668,34.666666666666664,20.5625,39.833333333333336
20160202,31.9375,31.86111111111111,30.86111111111111,33.708333333333336,50.791666666666664,38.041666666666664,176.6875,89.5,49.645833333333336,25.6875,30.666666666666668,33.583333333333336,30.166666666666668,28.770833333333332,24.4375,44.708333333333336
20160203,54.791666666666664,52.333333333333336,47.59722222222222,58.5,73.84722222222221,70.20833333333333,173.8125,147.81944444444443,112.95833333333333,41.458333333333336,38.208333333333336,70.70833333333333,83.83333333333333,45.333333333333336,30.645833333333332,55.604166666666664
20160204,38.541666666666664,38.15277777777778,39.458333333333336,34.5,47.763888888888886,45.541666666666664,136.60416666666666,88.04166666666667,73.14583333333333,36.208333333333336,30.916666666666668,36.375,67.83333333333333,34.625,28.708333333333332,38.0
20160205,29.4375,30.375,26.243055555555557,25.63888888888889,29.222222222222225,28.625,78.79166666666667,38.38888888888889,42.020833333333336,27.645833333333332,27.083333333333332,23.083333333333332,28.833333333333332,22.291666666666668,22.0,32.979166666666664
20160206,39.479166666666664,39.458333333333336,33.44444444444444,31.63888888888889,49.0,42.666666666666664,89.58333333333333,49.166666666666664,51.625,22.541666666666668,30.041666666666668,28.4375,27.791666666666668,21.5,20.166666666666668,34.104166666666664
20160207,68.71875,64.22222222222221,60.06944444444445,43.354166666666664,80.41666666666667,62.125,188.375,130.0,120.0625,63.270833333333336,48.791666666666664,46.041666666666664,79.66666666666667,44.333333333333336,43.0625,47.708333333333336
20160208,276.6770833333333,284.7083333333333,209.16666666666666,168.22222222222223,261.4166666666667,200.25,413.8333333333333,366.1944444444444,311.0416666666667,212.3125,159.39583333333334,111.20833333333333,260.1666666666667,149.45833333333334,109.22916666666667,63.104166666666664
20160209,96.30555555555556,92.0138888888889,78.52777777777779,65.05555555555556,96.69444444444444,60.166666666666664,240.375,163.22222222222223,125.77083333333333,73.22916666666667,48.625,47.791666666666664,92.33333333333333,52.875,44.166666666666664,46.8125
20160210,91.83333333333333,89.55555555555556,99.1111111111111,87.93055555555556,93.11805555555556,88.04166666666667,135.6875,108.75,114.10416666666667,84.66666666666667,84.66666666666667,93.41666666666667,80.0,83.41666666666667,73.95833333333333,79.27083333333333
20160211,184.88541666666666,185.5972222222222,202.43055555555554,158.94444444444443,175.23611111111111,165.875,189.1875,191.66666666666666,215.14583333333334,197.58333333333334,174.60416666666666,149.5,210.125,146.08333333333334,126.14583333333333,143.52083333333334
20160212,184.625,186.58333333333334,191.0972222222222,191.2152777777778,193.61111111111111,177.70833333333334,210.20833333333334,219.30555555555554,228.70833333333334,227.60416666666666,208.22916666666666,170.58333333333334,202.04166666666666,203.79166666666666,173.47916666666666,157.70833333333334
20160213,116.51041666666667,116.31944444444444,112.02777777777777,102.84722222222223,115.2638888888889,114.45833333333333,130.8125,126.79166666666667,139.35416666666666,135.33333333333334,100.91666666666667,105.08333333333333,175.125,93.79166666666667,87.20833333333333,95.66666666666667
20160214,21.350694444444443,19.930555555555554,21.11111111111111,20.819444444444446,29.805555555555557,22.083333333333332,24.520833333333332,23.541666666666668,28.1875,21.770833333333332,22.395833333333332,22.541666666666668,26.041666666666668,15.916666666666666,21.5625,23.5
20160215,27.46875,25.333333333333332,27.23611111111111,28.694444444444443,28.819444444444443,26.041666666666668,27.208333333333332,26.63888888888889,32.583333333333336,23.333333333333332,34.229166666666664,24.208333333333332,24.854166666666668,17.75,20.208333333333332,38.875
20160216,50.395833333333336,44.44444444444445,51.451388888888886,47.666666666666664,46.083333333333336,44.291666666666664,65.04166666666667,55.40277777777778,59.625,41.0625,58.625,39.625,51.375,43.583333333333336,38.958333333333336,61.583333333333336
20160217,46.1875,45.97222222222222,42.166666666666664,36.23611111111111,49.166666666666664,47.958333333333336,96.97916666666667,57.68055555555555,49.458333333333336,32.104166666666664,36.208333333333336,36.291666666666664,42.541666666666664,30.625,25.5625,34.583333333333336
20160218,54.260416666666664,56.31944444444445,52.208333333333336,49.69444444444445,59.854166666666664,57.25,95.14583333333333,71.15277777777779,64.14583333333333,55.375,41.458333333333336,53.625,109.70833333333333,54.083333333333336,51.979166666666664,38.4375
20160219,33.03125,34.583333333333336,34.291666666666664,44.263888888888886,43.72222222222222,42.75,69.54166666666667,47.97222222222222,48.4375,25.875,37.791666666666664,39.708333333333336,32.25,23.583333333333332,21.354166666666668,33.520833333333336
20160220,28.78125,29.256944444444443,27.409722222222225,32.979166666666664,32.9375,32.041666666666664,35.520833333333336,35.00694444444444,34.375,22.770833333333332,29.197916666666668,28.625,25.854166666666668,24.3125,20.09375,27.34375
20160221,69.44791666666667,65.0,68.70833333333333,56.236111111111114,65.04166666666667,50.333333333333336,77.91666666666667,95.9861111111111,93.41666666666667,55.3125,49.333333333333336,42.625,60.291666666666664,56.625,37.604166666666664,46.0625
20160222,125.02604166666667,132.1875,126.34027777777777,125.90972222222223,132.6875,142.83333333333334,191.9375,142.73611111111111,130.98958333333334,117.80208333333333,113.48958333333333,126.95833333333333,117.45833333333333,132.79166666666666,96.54166666666667,118.69791666666667
20160223,44.71875,45.25,45.333333333333336,42.291666666666664,46.40277777777778,50.458333333333336,69.89583333333333,53.416666666666664,50.416666666666664,42.083333333333336,45.333333333333336,41.625,47.625,49.166666666666664,35.791666666666664,45.333333333333336
20160224,38.76388888888889,39.56944444444444,38.27777777777778,44.145833333333336,41.958333333333336,33.75,54.083333333333336,46.18055555555555,39.875,26.166666666666668,37.25,31.083333333333332,30.125,23.166666666666668,20.25,35.895833333333336
20160225,49.854166666666664,47.69444444444445,48.34722222222222,47.18055555555555,54.43055555555555,53.291666666666664,69.45833333333333,53.361111111111114,58.1875,39.75,49.229166666666664,40.166666666666664,44.416666666666664,38.791666666666664,36.229166666666664,51.9375
20160226,45.90625,44.55555555555555,42.888888888888886,42.861111111111114,53.875,50.791666666666664,90.875,50.388888888888886,52.479166666666664,45.25,40.8125,44.625,52.958333333333336,46.666666666666664,36.0,35.541666666666664
20160227,52.75,51.333333333333336,48.861111111111114,53.43055555555555,60.458333333333336,57.958333333333336,72.83333333333333,63.041666666666664,67.0,52.083333333333336,40.958333333333336,52.833333333333336,73.75,52.0,49.145833333333336,37.4375
20160228,52.1875,52.583333333333336,52.263888888888886,48.666666666666664,59.388888888888886,57.458333333333336,67.45833333333333,74.68055555555556,65.14583333333333,53.520833333333336,42.083333333333336,53.583333333333336,60.625,49.666666666666664,45.208333333333336,37.25
20160229,39.385416666666664,37.5,40.916666666666664,41.625,48.388888888888886,43.541666666666664,52.833333333333336,54.013888888888886,48.875,31.375,37.583333333333336,44.5,37.625,31.833333333333332,26.604166666666668,29.770833333333332
20160301,104.01041666666667,104.84722222222223,101.44444444444444,103.90277777777777,114.75,114.91666666666667,153.20833333333334,121.69444444444444,95.22916666666667,89.10416666666667,89.95833333333333,101.08333333333333,90.125,88.41666666666667,77.29166666666667,85.6875
20160302,217.63541666666666,214.75,217.66666666666666,197.98611111111111,224.81944444444446,197.5,242.625,284.48611111111114,245.04166666666666,192.52083333333334,164.1875,171.125,181.25,164.0,147.89583333333334,113.75
20160303,253.26041666666666,258.75,262.75,246.4027777777778,260.98611111111114,252.91666666666666,280.5,285.18055555555554,283.5,247.58333333333334,214.16666666666666,218.33333333333334,213.0,205.70833333333334,172.5,151.89583333333334
20160304,371.21875,381.3333333333333,391.84722222222223,384.875,379.47222222222223,383.5416666666667,377.2916666666667,393.7361111111111,375.0416666666667,399.8958333333333,363.6666666666667,344.875,401.8333333333333,368.0,336.1458333333333,306.1875
20160305,316.65972222222223,294.3333333333333,268.0833333333333,316.125,297.15277777777777,335.6666666666667,275.5,326.43055555555554,250.125,258.5625,246.375,269.3333333333333,290.625,253.375,211.875,262.0208333333333
20160306,130.02083333333334,121.45833333333333,126.34722222222223,133.85416666666666,146.0,135.875,122.5625,166.02083333333334,142.9375,95.6875,125.6875,126.95833333333333,111.875,96.5,83.375,118.4375
20160307,127.06597222222223,112.69444444444444,118.79166666666667,113.4513888888889,131.88888888888889,106.54166666666667,113.02083333333333,147.02083333333334,146.58333333333334,111.41666666666667,105.83333333333333,95.91666666666667,134.29166666666666,105.5,96.08333333333333,80.75
20160308,49.901041666666664,40.54861111111111,43.3125,41.75694444444445,56.104166666666664,44.291666666666664,39.614583333333336,55.895833333333336,51.645833333333336,33.520833333333336,50.010416666666664,40.520833333333336,44.291666666666664,38.6875,40.4375,36.447916666666664
20160309,24.118055555555557,23.472222222222225,23.07638888888889,28.152777777777775,28.055555555555557,24.5,28.395833333333332,31.118055555555557,28.104166666666668,20.25,26.1875,23.8125,23.666666666666668,21.208333333333332,20.25,24.75
20160310,35.604166666666664,35.18055555555556,34.01388888888889,34.59722222222222,42.083333333333336,37.708333333333336,33.9375,46.27777777777778,44.5,29.645833333333332,40.958333333333336,32.708333333333336,25.166666666666668,24.333333333333332,25.645833333333332,39.625
20160311,52.364583333333336,51.18055555555555,55.736111111111114,57.18055555555555,56.43055555555555,54.875,54.3125,58.77777777777778,64.29166666666667,45.0,54.979166666666664,53.333333333333336,48.208333333333336,42.791666666666664,43.0,52.520833333333336
20160312,85.73958333333333,90.59722222222223,83.80555555555556,89.44444444444444,101.04166666666667,99.45833333333333,111.6875,92.8888888888889,91.5,85.10416666666667,76.375,82.16666666666667,68.54166666666667,67.83333333333333,53.5,73.66666666666667
20160313,104.19097222222223,108.83333333333333,99.55555555555556,106.95833333333333,108.54166666666667,112.20833333333333,125.375,125.00694444444444,131.35416666666666,118.97916666666667,84.66666666666667,93.79166666666667,112.29166666666667,112.0,95.47916666666667,83.14583333333333
