month,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,房山区,大兴区,通州区,顺义区,昌平区,门头沟区,平谷区,怀柔区,密云区,延庆区
201701,144.62651625424553,139.34764677341096,138.0908539543911,126.47622513343038,154.6916545366327,142.235807860262,180.59752547307133,174.37821445900047,172.42139737991266,130.9614264919942,108.25982532751091,141.85080058224162,155.0604075691412,106.16957787481805,93.94468704512373,89.4665211062591
201702,106.62467139852787,104.41640378548895,105.10804416403785,97.14826498422713,109.4123291272345,102.5102523659306,136.0504731861199,129.12736593059938,132.01971608832807,100.8134858044164,81.70425867507886,96.63880126182966,118.70110410094637,85.30599369085174,79.4980283911672,86.88406940063092
201703,98.68434343434343,97.87878787878788,97.67597022860181,98.58506113769272,106.58585858585857,104.27352472089314,109.59649122807018,106.92158426368952,105.84848484848484,89.10765550239235,92.27671451355661,104.36921850079744,94.90430622009569,91.76634768740031,84.89473684210526,92.06698564593302
201704,91.77089665653496,92.43465045592706,91.99620060790274,89.14007092198581,100.22467071935156,96.41869300911854,94.34422492401215,98.28774062816616,100.83662613981762,85.63677811550151,84.02127659574468,100.05471124620061,88.29103343465046,85.15577507598785,77.36398176291793,85.12272036474164
201705,109.34963768115942,116.1231884057971,113.06195652173913,108.4572463768116,117.8123188405797,114.70760869565217,121.45869565217392,116.36413043478261,115.25,106.37391304347825,102.59891304347826,119.19347826086957,106.05217391304348,105.27608695652174,107.1,107.97391304347826
201706,75.56292641325535,76.12305068226121,75.46454678362574,73.47490253411307,77.68128654970761,81.08187134502924,83.3406432748538,77.6449805068226,84.99634502923976,74.19883040935673,69.64290935672514,80.8530701754386,78.97953216374269,71.6608187134503,77.38888888888889,68.77156432748538
201707,77.28523339317773,76.68402154398564,74.18043087971274,75.93776181926991,78.68880909634949,82.56463195691202,80.86804308797127,73.79712746858169,83.73339317773788,76.71140035906643,71.90035906642728,78.2935368043088,78.39946140035907,73.4443447037702,68.83931777378815,74.38958707360862
201708,64.7704658525554,65.58774310266847,63.20850293984622,63.324287652645864,65.56309362279512,69.40027137042063,64.92062415196743,63.41293532338309,67.6763907734057,60.011533242876524,56.96879240162822,63.012890094979646,59.208955223880594,53.6438263229308,52.488466757123476,64.78900949796473
201709,95.00940111420613,95.80013927576601,97.07753017641598,87.91364902506963,90.77472144846797,94.98189415041783,99.4275766016713,93.63207985143917,100.14937325905292,90.53621169916434,77.71866295264624,88.10236768802228,83.8983286908078,74.7116991643454,77.5550139275766,86.29247910863509
201710,86.52114260008996,88.629779577148,85.76855600539811,78.52789023841655,87.47863247863248,85.94871794871794,87.42712550607287,77.91408007197481,88.42948717948718,76.8502024291498,72.46761133603239,82.13900134952766,86.9689608636977,73.32253711201079,71.83805668016194,78.27665317139001
201711,77.03186274509804,76.50746965452848,77.31629318394025,70.28524743230625,79.1328197945845,77.48249299719888,95.3795518207283,79.6360877684407,92.76330532212886,68.1610644257703,63.156162464986,69.6687675070028,66.36834733893558,62.46008403361345,61.036414565826334,71.85364145658264
201712,75.91097972972973,73.28828828828829,75.21418918918918,69.72364864864865,80.31036036036036,67.86756756756756,102.83277027027027,90.54594594594595,95.65945945945946,66.50574324324324,61.0777027027027,62.825,66.94459459459459,58.32027027027027,53.34324324324324,65.33141891891891
