date,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,昌平区,延庆区,怀柔区,密云区,平谷区,顺义区,通州区,大兴区,门头沟区,房山区
20220101,53.395833333333336,53.458333333333336,56.770833333333336,52.354166666666664,54.354166666666664,53.291666666666664,48.583333333333336,47.125,37.020833333333336,45.895833333333336,47.166666666666664,50.770833333333336,61.166666666666664,62.927083333333336,48.020833333333336,51.291666666666664
20220102,23.0,25.541666666666668,25.4375,28.4375,31.645833333333332,31.895833333333332,27.86111111111111,29.416666666666668,26.0,31.0,28.270833333333332,27.958333333333332,27.75,27.15625,34.4375,27.75
20220103,46.875,48.895833333333336,50.25,51.25,56.395833333333336,55.229166666666664,42.02777777777778,39.833333333333336,35.5625,38.791666666666664,37.916666666666664,45.520833333333336,59.416666666666664,56.958333333333336,55.604166666666664,48.958333333333336
20220104,55.8125,54.0,54.895833333333336,52.875,57.625,54.1875,47.763888888888886,40.354166666666664,36.979166666666664,38.604166666666664,50.5625,47.895833333333336,66.625,67.89583333333333,56.104166666666664,57.3125
20220105,82.0,81.27083333333333,85.27083333333333,87.64583333333333,85.75,84.89583333333333,87.6111111111111,86.41666666666667,83.77083333333333,77.89583333333333,67.83333333333333,82.60416666666667,75.375,70.65625,86.85416666666667,90.22916666666667
20220106,84.3125,81.89583333333333,84.52083333333333,76.35416666666667,77.3125,71.5625,66.40277777777779,83.29166666666667,67.08333333333333,66.29166666666667,94.4375,79.66666666666667,92.47916666666667,90.15625,65.33333333333333,78.72916666666667
20220107,130.35416666666666,130.58333333333334,125.27083333333333,114.72916666666667,113.39583333333333,106.91666666666667,93.05555555555556,78.52083333333333,96.45833333333333,104.91666666666667,123.83333333333333,110.1875,130.125,153.1875,86.97916666666667,101.39583333333333
20220108,81.125,80.10416666666667,80.16666666666667,76.16666666666667,83.08333333333333,79.4375,67.72222222222221,68.75,66.14583333333333,63.5625,82.91666666666667,73.22916666666667,93.89583333333333,119.98958333333333,71.5625,93.85416666666667
20220109,64.0625,66.4375,65.33333333333333,71.70833333333333,77.9375,76.41666666666667,64.73611111111111,78.91666666666667,59.833333333333336,60.708333333333336,55.166666666666664,57.0625,60.0,59.385416666666664,87.5,81.8125
20220110,35.25,35.020833333333336,34.770833333333336,37.020833333333336,40.125,38.791666666666664,29.722222222222225,42.666666666666664,38.625,34.6875,39.041666666666664,40.0625,43.520833333333336,40.739583333333336,38.333333333333336,43.229166666666664
20220111,22.8125,25.520833333333332,25.5625,26.9375,28.1875,27.375,29.597222222222225,24.375,21.541666666666668,21.625,24.4375,26.083333333333332,28.333333333333332,27.572916666666668,29.3125,24.354166666666668
20220112,39.520833333333336,40.333333333333336,39.854166666666664,40.1875,43.0,42.645833333333336,36.80555555555556,34.708333333333336,25.520833333333332,24.1875,27.5625,33.333333333333336,53.083333333333336,46.041666666666664,43.833333333333336,40.229166666666664
20220113,21.291666666666668,22.354166666666668,20.875,24.354166666666668,25.395833333333332,24.770833333333332,25.930555555555557,28.166666666666668,23.708333333333332,27.020833333333332,27.104166666666668,25.125,24.395833333333332,24.864583333333332,28.8125,22.479166666666668
20220114,106.25,103.91666666666667,102.16666666666667,84.5,99.45833333333333,85.02083333333333,75.98611111111111,55.0625,81.41666666666667,82.35416666666667,91.3125,97.41666666666667,113.85416666666667,120.46527777777777,83.47916666666667,90.41666666666667
20220115,76.6875,74.41666666666667,79.125,72.77083333333333,72.125,65.04166666666667,64.63888888888889,61.083333333333336,79.3125,81.875,85.52083333333333,91.91666666666667,92.16666666666667,87.90625,55.770833333333336,66.5625
20220116,22.75,23.166666666666668,23.0625,25.8125,26.895833333333332,27.1875,25.902777777777775,29.0,22.666666666666668,23.479166666666668,27.041666666666668,26.583333333333332,23.333333333333332,24.8125,26.916666666666668,26.145833333333332
20220117,34.895833333333336,34.708333333333336,36.520833333333336,36.166666666666664,42.166666666666664,40.104166666666664,34.43055555555556,37.25,28.020833333333332,28.145833333333332,33.604166666666664,36.854166666666664,38.270833333333336,40.010416666666664,35.208333333333336,42.083333333333336
20220120,55.25,48.958333333333336,53.9375,49.166666666666664,46.541666666666664,46.9375,60.625,53.958333333333336,59.5625,56.625,54.145833333333336,60.333333333333336,58.9375,54.416666666666664,48.875,47.666666666666664
20220121,79.16666666666667,73.5625,79.02083333333333,71.9375,73.3125,71.95833333333333,79.72222222222221,79.3125,85.8125,79.5,81.66666666666667,89.95833333333333,83.3125,76.34375,77.75,74.77083333333333
20220122,141.0,142.5,145.41666666666666,141.64583333333334,142.625,132.25,129.36111111111111,98.91666666666667,120.35416666666667,109.14583333333333,125.14583333333333,127.5,140.02083333333334,142.59375,133.02083333333334,138.375
20220128,27.958333333333332,28.270833333333332,23.083333333333332,29.104166666666668,30.1875,28.333333333333332,18.88888888888889,23.895833333333332,17.854166666666668,21.020833333333332,20.395833333333332,20.4375,25.270833333333332,29.447916666666668,24.020833333333332,36.041666666666664
20220129,30.666666666666668,31.25,30.208333333333332,32.229166666666664,36.770833333333336,34.291666666666664,24.333333333333332,29.1875,20.770833333333332,21.979166666666668,26.25,24.4375,28.416666666666668,46.479166666666664,31.5625,42.645833333333336
20220201,22.229166666666668,21.75,22.145833333333332,23.145833333333332,21.666666666666668,22.145833333333332,23.5,22.979166666666668,20.75,20.458333333333332,26.354166666666668,22.083333333333332,20.083333333333332,21.427083333333332,24.895833333333332,21.041666666666668
